no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,unmatched_words
1587,2016-09-09T00:15:54.000Z,Hari Hari Sepi Rapat Paripurna DPR Berlanjut,hari hari sepi rapat paripurna DPR lanjut,-2.0,-0.5,0.0,negative,"['hari', 'hari', 'sepi', 'rapat', 'paripurna', 'DPR', 'lanjut']","['hari', 'hari', 'sepi', 'rapat', 'paripurna', 'DPR', 'lanjut']",[]
1759,2016-08-28T11:02:53.000Z,Baleg DPR RI Undang PP IPPAT Bahas Persiapan Pengesahan RUU PPAT,baleg DPR RI undang PP IPPAT bahas siap pengesahan RUU PPAT,0.8,0.2,0.4472135954999579,positive,"['baleg', 'DPR', 'RI', 'undang', 'PP', 'IPPAT', 'bahas', 'siap', 'pengesahan', 'RUU', 'PPAT']","['baleg', 'DPR', 'RI', 'undang', 'PP', 'bahas', 'siap', 'pengesahan', 'RUU']","['IPPAT', 'PPAT']"
1765,2016-08-27T13:44:06.000Z,Menyambut HUTDPR pada Agustus juga akan diadakan Rapat Paripurna DPR RI dengan agenda tunggal laporan kinerja DPR RI HUTDPR,sambut HUTDPR pada agustus juga akan ada rapat paripurna DPR RI dengan agenda tunggal lapor kerja DPR RI HUTDPR,0.6,0.15,0.5477225575051662,positive,"['sambut', 'HUTDPR', 'pada', 'agustus', 'juga', 'akan', 'ada', 'rapat', 'paripurna', 'DPR', 'RI', 'dengan', 'agenda', 'tunggal', 'lapor', 'kerja', 'DPR', 'RI', 'HUTDPR']","['sambut', 'HUTDPR', 'agustus', 'ada', 'rapat', 'paripurna', 'DPR', 'RI', 'agenda', 'lapor', 'kerja', 'DPR', 'RI', 'HUTDPR']","['juga', 'akan', 'dengan', 'tunggal']"
1819,2016-08-24T13:26:15.000Z,Itu undang undang bung bukan peraturan perusahaan Pembuatan UU butuh anggota dpr komisi hukum dan makan wkt lama,itu undang undang bung bukan pengaturan usaha buat UU butuh anggota dpr komisi hukum dan makan waktu lama,0.0,0.0,0.0,neutral,"['itu', 'undang', 'undang', 'bung', 'bukan', 'pengaturan', 'usaha', 'buat', 'UU', 'butuh', 'anggota', 'dpr', 'komisi', 'hukum', 'dan', 'makan', 'waktu', 'lama']","['undang', 'undang', 'pengaturan', 'usaha', 'buat', 'UU', 'butuh', 'anggota', 'dpr', 'komisi', 'hukum', 'makan', 'waktu', 'lama']","['bung', 'dan']"
1820,2016-08-23T16:03:02.000Z,Populer Aturan Cuti Petahana Sebaiknya Opsional,populer pengaturan cuti tahana baik opsional,0.0,0.0,0.0,neutral,"['populer', 'pengaturan', 'cuti', 'tahana', 'baik', 'opsional']","['populer', 'pengaturan', 'cuti', 'baik']","['tahana', 'opsional']"
1861,2016-08-23T12:13:12.000Z,News Ketua DPR Tak Ingin Komisi III Buru buru dalam Membahas RUU KUHP Komisi III DPR RI menggelar acar TU,news ketua DPR tak ingin komisi II buru buru dalam bahas RUU KUHP komisi II DPR RI gelar acar ITU,0.0,0.0,0.0,neutral,"['news', 'ketua', 'DPR', 'tak', 'ingin', 'komisi', 'II', 'buru', 'buru', 'dalam', 'bahas', 'RUU', 'KUHP', 'komisi', 'II', 'DPR', 'RI', 'gelar', 'acar', 'ITU']","['ketua', 'DPR', 'komisi', 'II', 'buru', 'buru', 'dalam', 'bahas', 'RUU', 'KUHP', 'komisi', 'II', 'DPR', 'RI', 'gelar']","['news', 'tak', 'ingin', 'acar']"
1866,2016-08-23T04:32:36.000Z,Dr Agus Hermanto bersama pimpinan DPR RI menghadiri Rapat Paripurna Masa Persidangan I TS,dari agus hermanto sama kepemimpinan DPR RI hadir rapat paripurna masa sidang i TS,0.0,0.0,0.0,neutral,"['dari', 'agus', 'hermanto', 'sama', 'kepemimpinan', 'DPR', 'RI', 'hadir', 'rapat', 'paripurna', 'masa', 'sidang', 'i', 'TS']","['sama', 'kepemimpinan', 'DPR', 'RI', 'hadir', 'rapat', 'paripurna', 'masa', 'sidang', 'i']","['agus', 'hermanto', 'TS']"
1898,2016-08-19T15:57:02.000Z,JKTJanken vs Winner Aurel,jktjanken vs winner aurel,0.0,0.0,0.0,neutral,"['jktjanken', 'vs', 'winner', 'aurel']",[],"['jktjanken', 'vs', 'winner', 'aurel']"
1903,2016-08-18T14:46:18.000Z,Wakil rakyat perlu elak politikkan RUU,wakil rakyat perlu elak politik RUU,-1.2,-0.3,0.8366600265340756,negative,"['wakil', 'rakyat', 'perlu', 'elak', 'politik', 'RUU']","['wakil', 'rakyat', 'perlu', 'elak', 'politik', 'RUU']",[]
1935,2016-08-16T08:41:53.000Z,Pidato presiden Republik Indonesia tentang RUU APBN pada sidang paripurna DPR RI DPD RI tgl Agustus,pidato presiden republik indonesia tentang RUU APBN pada sidang paripurna DPR RI DPD RI tanggal agustus,0.0,0.0,0.0,neutral,"['pidato', 'presiden', 'republik', 'indonesia', 'tentang', 'RUU', 'APBN', 'pada', 'sidang', 'paripurna', 'DPR', 'RI', 'DPD', 'RI', 'tanggal', 'agustus']","['pidato', 'presiden', 'republik', 'indonesia', 'tentang', 'RUU', 'APBN', 'sidang', 'paripurna', 'DPR', 'RI', 'DPD', 'RI', 'tanggal', 'agustus']",[]
1941,2016-08-16T08:02:05.000Z,Demikian beberap poin penting pidato Ketua DPR Ade Komarudin dalam Rapat Paripurna DPR RI mengenai RUU APBN ParipurnaDPR,demikian beberap poin penting pidato ketua DPR adek komarudin dalam rapat paripurna DPR RI kena RUU APBN paripurnadpr,0.0,0.0,0.0,neutral,"['demikian', 'beberap', 'poin', 'penting', 'pidato', 'ketua', 'DPR', 'adek', 'komarudin', 'dalam', 'rapat', 'paripurna', 'DPR', 'RI', 'kena', 'RUU', 'APBN', 'paripurnadpr']","['poin', 'penting', 'pidato', 'ketua', 'DPR', 'adek', 'dalam', 'rapat', 'paripurna', 'DPR', 'RI', 'kena', 'RUU', 'APBN', 'paripurnadpr']","['demikian', 'beberap', 'komarudin']"
2079,2016-08-10T06:08:28.000Z,Anggota DPR Kebijakan Full Day School BelumTepat,anggota DPR kebijakan full day school belumtepat,-1.0,-0.25,0.7071067811865476,negative,"['anggota', 'DPR', 'kebijakan', 'full', 'day', 'school', 'belumtepat']","['anggota', 'DPR', 'kebijakan', 'belumtepat']","['full', 'day', 'school']"
2086,2016-08-10T01:05:04.000Z,Anggota DPR Usulan RUU Kamnas Belum Tepat,anggota DPR usul RUU kamnas belum tepat,-1.2,-0.3,0.447213595499958,negative,"['anggota', 'DPR', 'usul', 'RUU', 'kamnas', 'belum', 'tepat']","['anggota', 'DPR', 'usul', 'RUU', 'tepat']","['kamnas', 'belum']"
2162,2016-08-06T19:11:16.000Z,Rapat paripurna komisi dpr,rapat paripurna komisi dpr,0.0,0.0,0.0,neutral,"['rapat', 'paripurna', 'komisi', 'dpr']","['rapat', 'paripurna', 'komisi', 'dpr']",[]
2251,2016-07-28T17:25:49.000Z,Tribun Ketua Komisi V Fary Djemi Luncurkan Buku Pengalaman saat Reses etua Komisi V DPR RI Fary Djemi NewsToday,tribun ketua komisi v fary djemi luncur buku alam saat reses etua komisi v DPR RI fary djemi newstoday,0.8,0.2,0.447213595499958,positive,"['tribun', 'ketua', 'komisi', 'v', 'fary', 'djemi', 'luncur', 'buku', 'alam', 'saat', 'reses', 'etua', 'komisi', 'v', 'DPR', 'RI', 'fary', 'djemi', 'newstoday']","['tribun', 'ketua', 'komisi', 'v', 'alam', 'reses', 'komisi', 'v', 'DPR', 'RI']","['fary', 'djemi', 'luncur', 'buku', 'saat', 'etua', 'fary', 'djemi', 'newstoday']"
2288,2016-07-27T17:17:12.000Z,Fraksi Setuju RUU Pertembakauan Diparipurnakan via republika,partai tuju RUU tembakau paripurna via republika,0.2,0.05,0.447213595499958,positive,"['partai', 'tuju', 'RUU', 'tembakau', 'paripurna', 'via', 'republika']","['partai', 'tuju', 'RUU', 'tembakau', 'paripurna']","['via', 'republika']"
2328,2016-07-26T17:38:32.000Z,NEWS Anggota DPR Sebut RUU Tembakau untuk Melindungi Petani GaleriBerita,NEWS anggota DPR sebut RUU tembakau untuk lindung tani galeriberita,0.8,0.2,0.447213595499958,positive,"['NEWS', 'anggota', 'DPR', 'sebut', 'RUU', 'tembakau', 'untuk', 'lindung', 'tani', 'galeriberita']","['anggota', 'DPR', 'RUU', 'tembakau', 'lindung']","['NEWS', 'sebut', 'untuk', 'tani', 'galeriberita']"
2351,2016-07-26T05:28:42.000Z,Gubernur dan Plt Sekda Tidak Hadiri Rapat Paripurna Wakil Rakyat Kepulauan Riau Kepri,gubernur dan plt sekda tidak hadir rapat paripurna wakil rakyat pulau riau kepri,0.0,0.0,0.0,neutral,"['gubernur', 'dan', 'plt', 'sekda', 'tidak', 'hadir', 'rapat', 'paripurna', 'wakil', 'rakyat', 'pulau', 'riau', 'kepri']","['gubernur', 'hadir', 'rapat', 'paripurna', 'wakil', 'rakyat', 'riau']","['dan', 'plt', 'sekda', 'pulau', 'kepri']"
2391,2016-07-22T11:30:57.000Z,tahun RUU PRT diabaikan wakil rakyat via,tahun RUU PRT abai wakil rakyat via,-2.0,-0.5,1.224744871391589,negative,"['tahun', 'RUU', 'PRT', 'abai', 'wakil', 'rakyat', 'via']","['tahun', 'RUU', 'abai', 'wakil', 'rakyat']","['PRT', 'via']"
2398,2016-07-22T07:04:46.000Z,RUU Pertanggungjawaban APBN Disetujui DPR Untuk Dilanjutkan ke Tingkat Undang Undang beritanegara,RUU pertanggungjawaban APBN tuju DPR untuk lanjut ke tingkat undang undang beritanegara,0.4,0.1,0.5477225575051662,positive,"['RUU', 'pertanggungjawaban', 'APBN', 'tuju', 'DPR', 'untuk', 'lanjut', 'ke', 'tingkat', 'undang', 'undang', 'beritanegara']","['RUU', 'pertanggungjawaban', 'APBN', 'tuju', 'DPR', 'lanjut', 'tingkat', 'undang', 'undang']","['untuk', 'ke', 'beritanegara']"
2403,2016-07-21T14:53:03.000Z,Kenapa mata jadi buta telinga jadi tuli bila anggota DPR bahas RUU Tembakau yg memuat racun nikotin perusak kesehatan otak dan paru insan?,kenapa mata jadi buta telinga jadi tuli bila anggota DPR bahas RUU tembakau yang muat racun nikotin usak sehat otak dan paru insan ?,-2.8,-0.7,0.4472135954999578,negative,"['kenapa', 'mata', 'jadi', 'buta', 'telinga', 'jadi', 'tuli', 'bila', 'anggota', 'DPR', 'bahas', 'RUU', 'tembakau', 'yang', 'muat', 'racun', 'nikotin', 'usak', 'sehat', 'otak', 'dan', 'paru', 'insan', '?']","['mata', 'jadi', 'buta', 'jadi', 'tuli', 'anggota', 'DPR', 'bahas', 'RUU', 'tembakau', 'racun', 'usak', 'sehat', 'otak']","['kenapa', 'telinga', 'bila', 'muat', 'nikotin', 'dan', 'paru', 'insan', '?']"
2472,2016-07-19T03:29:08.000Z,Undang Undang Pertembakauan Tekankan Pengendalian Impor,undang undang tembakau tekan kendali impor,0.0,0.0,0.0,neutral,"['undang', 'undang', 'tembakau', 'tekan', 'kendali', 'impor']","['undang', 'undang', 'tembakau', 'tekan', 'impor']",['kendali']
2547,2016-07-02T08:15:49.000Z,JAKARTA Anggota Komisi IX DPR RI Ahmad Zainuddin menyambut baik kebijakan Badan Penyelenggara Jaminan Sosia,JAKARTA anggota komisi IX DPR RI ahmad zainuddin sambut baik kebijakan badan penyelenggaraan jamin sosia,1.0,0.25,0.0,positive,"['JAKARTA', 'anggota', 'komisi', 'IX', 'DPR', 'RI', 'ahmad', 'zainuddin', 'sambut', 'baik', 'kebijakan', 'badan', 'penyelenggaraan', 'jamin', 'sosia']","['JAKARTA', 'anggota', 'komisi', 'IX', 'DPR', 'RI', 'sambut', 'baik', 'kebijakan', 'badan', 'penyelenggaraan', 'jamin']","['ahmad', 'zainuddin', 'sosia']"
2566,2016-06-29T07:45:15.000Z,RUU tentang Penyandang Disabilitas yg merupakan revisi dari UU Nomor Tahun kini telah disahkan menjadi Undang Undang oleh,RUU tentang sandang disabilitas yang rupa revisi dari UU nomor tahun kini telah sah jadi undang undang oleh,1.2,0.3,0.8366600265340756,positive,"['RUU', 'tentang', 'sandang', 'disabilitas', 'yang', 'rupa', 'revisi', 'dari', 'UU', 'nomor', 'tahun', 'kini', 'telah', 'sah', 'jadi', 'undang', 'undang', 'oleh']","['RUU', 'tentang', 'disabilitas', 'rupa', 'revisi', 'UU', 'tahun', 'kini', 'jadi', 'undang', 'undang']","['sandang', 'nomor', 'telah', 'sah']"
2646,2016-06-27T16:19:02.000Z,RUU Tax Amnesty Melangkah ke Paripurna DPR RI,RUU tax amnesty lang ke paripurna DPR RI,0.8,0.2,0.447213595499958,positive,"['RUU', 'tax', 'amnesty', 'lang', 'ke', 'paripurna', 'DPR', 'RI']","['RUU', 'tax', 'amnesty', 'paripurna', 'DPR', 'RI']","['lang', 'ke']"
2660,2016-06-27T14:05:35.000Z,Hari ini Komisi XI DPR_RI melakukan persetujuan tingkat I atas RUU Pengampunan Pajak Semua fraksi setuju diteruskan ke Paripurna DPR,hari ini komisi XI DPR_RI pelaksanaan tuju tingkat i atas RUU ampun pajak semua partai tuju terus ke paripurna DPR,0.2,0.05,0.447213595499958,positive,"['hari', 'ini', 'komisi', 'XI', 'DPR_RI', 'pelaksanaan', 'tuju', 'tingkat', 'i', 'atas', 'RUU', 'ampun', 'pajak', 'semua', 'partai', 'tuju', 'terus', 'ke', 'paripurna', 'DPR']","['hari', 'komisi', 'XI', 'DPR_RI', 'pelaksanaan', 'tuju', 'tingkat', 'i', 'atas', 'RUU', 'ampun', 'pajak', 'semua', 'partai', 'tuju', 'paripurna', 'DPR']","['ini', 'terus', 'ke']"
2663,2016-06-27T13:01:17.000Z,Rapat Paripurna Diwarnai Bangku Kosong Anggota Dewan,rapat paripurna warna bangku kosong anggota dewan,-2.8,-0.7,0.4472135954999578,negative,"['rapat', 'paripurna', 'warna', 'bangku', 'kosong', 'anggota', 'dewan']","['rapat', 'paripurna', 'kosong', 'anggota', 'dewan']","['warna', 'bangku']"
2708,2016-06-27T03:08:44.000Z,Anggota DPR Impor Daging Sapi Kebijakan Sia Sia,anggota DPR impor daging sapi kebijakan sia sia,-1.8,-0.45,0.4472135954999579,negative,"['anggota', 'DPR', 'impor', 'daging', 'sapi', 'kebijakan', 'sia', 'sia']","['anggota', 'DPR', 'impor', 'sapi', 'kebijakan', 'sia', 'sia']",['daging']
2729,2016-06-26T11:21:02.000Z,Pengamat spt Ronny Bako apakah ada niat baik dgn mengulur ulur taxamnesty ?,amat seperti ronny bako apakah ada niat baik dengan ulur ulur taxamnesty ?,-1.8,-0.45,0.447213595499958,negative,"['amat', 'seperti', 'ronny', 'bako', 'apakah', 'ada', 'niat', 'baik', 'dengan', 'ulur', 'ulur', 'taxamnesty', '?']","['amat', 'seperti', 'ada', 'baik', 'taxamnesty']","['ronny', 'bako', 'apakah', 'niat', 'dengan', 'ulur', 'ulur', '?']"
2731,2016-06-26T09:24:48.000Z,Tata tertib DPR Pasal Ayat jelas menyebutkan bahwa rapat rapat DPR harus dilaksanakan di gedung DPR,tata tertib DPR pasal ayat jelas sebut bahwa rapat rapat DPR harus laksana di gedung DPR,0.0,0.0,0.0,neutral,"['tata', 'tertib', 'DPR', 'pasal', 'ayat', 'jelas', 'sebut', 'bahwa', 'rapat', 'rapat', 'DPR', 'harus', 'laksana', 'di', 'gedung', 'DPR']","['tata', 'tertib', 'DPR', 'pasal', 'ayat', 'jelas', 'rapat', 'rapat', 'DPR', 'gedung', 'DPR']","['sebut', 'bahwa', 'laksana', 'di']"
2751,2016-06-23T04:04:46.000Z,Rapat Paripurna DPRD Kab Wonogiri,rapat paripurna DPRD kab wonogiri,0.0,0.0,0.0,neutral,"['rapat', 'paripurna', 'DPRD', 'kab', 'wonogiri']","['rapat', 'paripurna', 'DPRD', 'kab']",['wonogiri']
2796,2016-06-20T14:22:37.000Z,Panja RUU Kebudayaan Himpun Masukan ke NTB,panja RUU budaya himpun masuk ke NTB,0.2,0.05,0.8366600265340756,positive,"['panja', 'RUU', 'budaya', 'himpun', 'masuk', 'ke', 'NTB']","['panja', 'RUU', 'budaya', 'himpun', 'masuk']","['ke', 'NTB']"
2813,2016-06-20T06:16:06.000Z,RUU Kebudayaan Diharap Bisa Lestarikan Kearifan Lokal Republika Online,RUU budaya harap dapat lestari arif lokal republika online,1.0,0.25,0.0,positive,"['RUU', 'budaya', 'harap', 'dapat', 'lestari', 'arif', 'lokal', 'republika', 'online']","['RUU', 'budaya', 'harap', 'dapat', 'lestari', 'arif', 'lokal']","['republika', 'online']"
2814,2016-06-20T05:53:11.000Z,UMKM dapat tarif tebusan khusus di RUU Tax Amnesty,UMKM dapat tarif tebus khusus di RUU tax amnesty,0.6,0.15,0.5477225575051662,positive,"['UMKM', 'dapat', 'tarif', 'tebus', 'khusus', 'di', 'RUU', 'tax', 'amnesty']","['UMKM', 'dapat', 'tarif', 'RUU', 'tax', 'amnesty']","['tebus', 'khusus', 'di']"
2829,2016-06-20T04:54:55.000Z,Wakil Rakyat Tak Hadir di Paripurna DPR Bahas Calon Kapolri DPR menggelar rapat paripurna deng Detikcom,wakil rakyat tak hadir di paripurna DPR bahas calon kapolri DPR gelar rapat paripurna deng detikcom,-2.8,-0.7,0.4472135954999578,negative,"['wakil', 'rakyat', 'tak', 'hadir', 'di', 'paripurna', 'DPR', 'bahas', 'calon', 'kapolri', 'DPR', 'gelar', 'rapat', 'paripurna', 'deng', 'detikcom']","['wakil', 'rakyat', 'hadir', 'paripurna', 'DPR', 'bahas', 'calon', 'DPR', 'gelar', 'rapat', 'paripurna']","['tak', 'di', 'kapolri', 'deng', 'detikcom']"
2842,2016-06-20T03:19:13.000Z,DPR RI Impor Daging Kebijakan Sia Sia,DPR RI impor daging kebijakan sia sia,-1.6,-0.4,0.8944271909999159,negative,"['DPR', 'RI', 'impor', 'daging', 'kebijakan', 'sia', 'sia']","['DPR', 'RI', 'impor', 'kebijakan', 'sia', 'sia']",['daging']
2843,2016-06-20T02:41:15.000Z,Ruang Rapat Paripurna DPR RI,ruang rapat paripurna DPR RI,0.0,0.0,0.0,neutral,"['ruang', 'rapat', 'paripurna', 'DPR', 'RI']","['ruang', 'rapat', 'paripurna', 'DPR', 'RI']",[]
2848,2016-06-19T16:45:20.000Z,RUU pengampunan perampok TolakTAXAmnesty TolakTAXAmnesty,RUU ampun rampok tolaktaxamnesty tolaktaxamnesty,-3.0,-0.75,0.0,negative,"['RUU', 'ampun', 'rampok', 'tolaktaxamnesty', 'tolaktaxamnesty']","['RUU', 'ampun', 'rampok', 'tolaktaxamnesty', 'tolaktaxamnesty']",[]
2909,2016-06-15T08:40:20.000Z,RUU Arsitek Bakal Atur Mengenai Jenjang Pendidikan,RUU arsitek bakal pengaturan kena jenjang didik,0.0,0.0,0.0,neutral,"['RUU', 'arsitek', 'bakal', 'pengaturan', 'kena', 'jenjang', 'didik']","['RUU', 'pengaturan', 'kena', 'didik']","['arsitek', 'bakal', 'jenjang']"
2947,2016-06-13T21:27:29.000Z,Lancar Pak hingga pelantikan Selamat Pak BG,lancar pak hingga lantik selamat pak BANG,0.0,0.0,0.0,neutral,"['lancar', 'pak', 'hingga', 'lantik', 'selamat', 'pak', 'BANG']","['lancar', 'pak', 'lantik', 'selamat', 'pak', 'BANG']",['hingga']
2948,2016-06-13T21:21:33.000Z,Selamat Pak BG lancar hingga pelantikan,selamat pak BANG lancar hingga lantik,0.0,0.0,0.0,neutral,"['selamat', 'pak', 'BANG', 'lancar', 'hingga', 'lantik']","['selamat', 'pak', 'BANG', 'lancar', 'lantik']",['hingga']
3078,2016-06-07T06:25:19.000Z,Ketua Fraksi PPP DPR RI Reni Marlinawati mengharapkan pembahasan RUU tentang Perlindungan Kejahatan Seks dip,ketua partai PP DPR RI reni marlinawati harap bahas RUU tentang lindung jahat seks dip,1.0,0.25,0.0,positive,"['ketua', 'partai', 'PP', 'DPR', 'RI', 'reni', 'marlinawati', 'harap', 'bahas', 'RUU', 'tentang', 'lindung', 'jahat', 'seks', 'dip']","['ketua', 'partai', 'PP', 'DPR', 'RI', 'harap', 'bahas', 'RUU', 'tentang', 'lindung', 'jahat']","['reni', 'marlinawati', 'seks', 'dip']"
3136,2016-06-03T08:25:58.000Z,Baleg dan Menkes Bahas RUU Kekarantinaan Kesehatan,baleg dan menkes bahas RUU karantina sehat,0.0,0.0,0.0,neutral,"['baleg', 'dan', 'menkes', 'bahas', 'RUU', 'karantina', 'sehat']","['baleg', 'bahas', 'RUU', 'karantina', 'sehat']","['dan', 'menkes']"
3137,2016-06-03T08:24:36.000Z,Kebijakan Pemerintah Terkait Harga Daging Sapi Matikan Peternak,kebijakan pemerintah kait harga daging sapi mati ternak,-1.2,-0.3,1.0954451150103324,negative,"['kebijakan', 'pemerintah', 'kait', 'harga', 'daging', 'sapi', 'mati', 'ternak']","['kebijakan', 'pemerintah', 'kait', 'harga', 'sapi', 'mati']","['daging', 'ternak']"
3191,2016-06-02T06:33:30.000Z,Diskusi Publik Fraksi Partai Gerindra DPR RI Urgensi RUU Karantina at Gedung Nusantara I Lt DPR RI,diskusi publik partai partai gerindra DPR RI urgensi RUU karantina at gedung nusantara i lantai DPR RI,0.8,0.2,0.447213595499958,positive,"['diskusi', 'publik', 'partai', 'partai', 'gerindra', 'DPR', 'RI', 'urgensi', 'RUU', 'karantina', 'at', 'gedung', 'nusantara', 'i', 'lantai', 'DPR', 'RI']","['diskusi', 'publik', 'partai', 'partai', 'gerindra', 'DPR', 'RI', 'RUU', 'karantina', 'gedung', 'nusantara', 'i', 'DPR', 'RI']","['urgensi', 'at', 'lantai']"
3214,2016-06-02T05:43:33.000Z,Selamat atas pengesahan perubahan kedua UU No ttg Perppu UNo ttg Pemilihan Gubernur Bupati Walikota jadi UU ParipurnaLive,selamat atas pengesahan ubah dua UU no tentang perppu uno tentang pilih gubernur bupati walikota jadi UU paripurnalive,1.4,0.35,0.5477225575051661,positive,"['selamat', 'atas', 'pengesahan', 'ubah', 'dua', 'UU', 'no', 'tentang', 'perppu', 'uno', 'tentang', 'pilih', 'gubernur', 'bupati', 'walikota', 'jadi', 'UU', 'paripurnalive']","['selamat', 'atas', 'pengesahan', 'dua', 'UU', 'tentang', 'perppu', 'tentang', 'pilih', 'gubernur', 'bupati', 'walikota', 'jadi', 'UU', 'paripurnalive']","['ubah', 'no', 'uno']"
3297,2016-05-31T10:57:26.000Z,DPR Tegaskan RUU Pertembakauan Lindungi Petani,DPR tegas RUU tembakau lindung tani,0.6,0.15,0.5477225575051662,positive,"['DPR', 'tegas', 'RUU', 'tembakau', 'lindung', 'tani']","['DPR', 'tegas', 'RUU', 'tembakau', 'lindung']",['tani']
3308,2016-05-31T04:24:57.000Z,LANGSUNG di Periscope Para Tokoh OIC Youth ICMI AIDA FPI ICJR sampaikan masukan terkait Revisi RUU Pemberant,LANGSUNG di periscope para tokoh OIC youth ICMI AIDA FPI ICJR sampai masuk kait revisi RUU pemberant,0.8,0.2,0.447213595499958,positive,"['LANGSUNG', 'di', 'periscope', 'para', 'tokoh', 'OIC', 'youth', 'ICMI', 'AIDA', 'FPI', 'ICJR', 'sampai', 'masuk', 'kait', 'revisi', 'RUU', 'pemberant']","['LANGSUNG', 'para', 'tokoh', 'sampai', 'masuk', 'kait', 'revisi', 'RUU']","['di', 'periscope', 'OIC', 'youth', 'ICMI', 'AIDA', 'FPI', 'ICJR', 'pemberant']"
3360,2016-05-28T09:36:33.000Z,Fraksi PKB DPR RI Siap Ajukan RUU Pengelolaan Madrasah,partai PKB DPR RI siap aju RUU kelola madrasah,0.6,0.15,0.5477225575051662,positive,"['partai', 'PKB', 'DPR', 'RI', 'siap', 'aju', 'RUU', 'kelola', 'madrasah']","['partai', 'PKB', 'DPR', 'RI', 'siap', 'aju', 'RUU']","['kelola', 'madrasah']"
3377,2016-05-27T11:26:23.000Z,RUU Tax Amnesty Saatnya Revolusi Perpajakan,RUU tax amnesty saat revolusi paja,0.8,0.2,0.447213595499958,positive,"['RUU', 'tax', 'amnesty', 'saat', 'revolusi', 'paja']","['RUU', 'tax', 'amnesty']","['saat', 'revolusi', 'paja']"
3411,2016-05-26T09:30:35.000Z,Senin depan rapat terbuka bahas RUU taxamnesty,senin depan rapat buka bahas RUU taxamnesty,0.0,0.0,0.0,neutral,"['senin', 'depan', 'rapat', 'buka', 'bahas', 'RUU', 'taxamnesty']","['senin', 'rapat', 'buka', 'bahas', 'RUU', 'taxamnesty']",['depan']
3417,2016-05-26T06:26:52.000Z,Agenda selanjutnya pendapat Fraksi terhadap RUU Penyelenggaraan Ibadah Haji Umrah usul inisiatif Komisi VIII jadi usul DPR ParipurnaLive,agenda lanjut dapat partai hadap RUU penyelenggaraan ibadah haji umrah usul inisiatif komisi VII jadi usul DPR paripurnalive,0.2,0.05,0.447213595499958,positive,"['agenda', 'lanjut', 'dapat', 'partai', 'hadap', 'RUU', 'penyelenggaraan', 'ibadah', 'haji', 'umrah', 'usul', 'inisiatif', 'komisi', 'VII', 'jadi', 'usul', 'DPR', 'paripurnalive']","['agenda', 'lanjut', 'dapat', 'partai', 'RUU', 'penyelenggaraan', 'ibadah', 'usul', 'inisiatif', 'komisi', 'VII', 'jadi', 'usul', 'DPR', 'paripurnalive']","['hadap', 'haji', 'umrah']"
3461,2016-05-25T11:08:48.000Z,inikah wakil rakyat???? Makan gaji buta haram hukumnya,ini wakil rakyat ? ? makan gaji buta haram hukum,-3.8,-0.95,0.4472135954999578,negative,"['ini', 'wakil', 'rakyat', '?', '?', 'makan', 'gaji', 'buta', 'haram', 'hukum']","['wakil', 'rakyat', 'makan', 'gaji', 'buta', 'haram', 'hukum']","['ini', '?', '?']"
3467,2016-05-25T10:08:18.000Z,Retweet FollowMe Banyak Anggota DPR Bolos Rapat Pembahasan Sejumlah RUU Mandek Pembaha NewsUpdate Today,retweet followme banyak anggota DPR bolos rapat bahas jumlah RUU mandek pembaha newsupdate today,-3.6,-0.9,0.8944271909999161,negative,"['retweet', 'followme', 'banyak', 'anggota', 'DPR', 'bolos', 'rapat', 'bahas', 'jumlah', 'RUU', 'mandek', 'pembaha', 'newsupdate', 'today']","['banyak', 'anggota', 'DPR', 'bolos', 'rapat', 'bahas', 'RUU', 'mandek']","['retweet', 'followme', 'jumlah', 'pembaha', 'newsupdate', 'today']"
3468,2016-05-25T10:08:01.000Z,Banyak Anggota DPR Bolos Rapat Pembahasan Sejumlah RUU Mandek Pembahasan sederet RUU di DPR mandek bahkan hingga beberapa masa sida,banyak anggota DPR bolos rapat bahas jumlah RUU mandek bahas deret RUU di DPR mandek bahkan hingga beberapa masa sida,-3.6,-0.9,0.8944271909999161,negative,"['banyak', 'anggota', 'DPR', 'bolos', 'rapat', 'bahas', 'jumlah', 'RUU', 'mandek', 'bahas', 'deret', 'RUU', 'di', 'DPR', 'mandek', 'bahkan', 'hingga', 'beberapa', 'masa', 'sida']","['banyak', 'anggota', 'DPR', 'bolos', 'rapat', 'bahas', 'RUU', 'mandek', 'bahas', 'RUU', 'DPR', 'mandek', 'masa']","['jumlah', 'deret', 'di', 'bahkan', 'hingga', 'beberapa', 'sida']"
