no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,unmatched_words,filtered_tokens,filtered_word_scores
4451,2017-12-08T02:25:03.000Z,Cth RUU pengaturan tempat peribadatan anggota DPR Wah masa tempat ibadat diatur atur Ini namanya intoleransi Gak boleh diatur atur padahal isinya tentang syarat dan kelayakan tempat ibadah Politisi modal headline,cth RUU pengaturan tempat ibadat anggota DPR wah masa tempat ibadat pengaturan pengaturan ini nama intoleransi tidak boleh pengaturan pengaturan padahal isi tentang syarat dan layak tempat ibadah politis modal headline,-1.8,-0.45,0.4472135954999579,negative,"['cth', 'RUU', 'pengaturan', 'tempat', 'ibadat', 'anggota', 'DPR', 'wah', 'masa', 'tempat', 'ibadat', 'pengaturan', 'pengaturan', 'ini', 'nama', 'intoleransi', 'tidak', 'boleh', 'pengaturan', 'pengaturan', 'padahal', 'isi', 'tentang', 'syarat', 'dan', 'layak', 'tempat', 'ibadah', 'politis', 'modal', 'headline']","['RUU', 'pengaturan', 'tempat', 'ibadat', 'anggota', 'DPR', 'wah', 'masa', 'tempat', 'ibadat', 'pengaturan', 'pengaturan', 'intoleransi', 'tidak', 'boleh', 'pengaturan', 'pengaturan', 'isi', 'tentang', 'syarat', 'layak', 'tempat', 'ibadah', 'modal']","['cth', 'ini', 'nama', 'padahal', 'dan', 'politis', 'headline']","['cth', 'RUU', 'pengaturan', 'tempat', 'ibadat', 'anggota', 'DPR', 'wah', 'masa', 'tempat', 'ibadat', 'pengaturan', 'pengaturan', 'ini', 'nama', 'intoleransi', 'tidak', 'boleh', 'pengaturan', 'pengaturan', 'padahal', 'isi', 'tentang', 'syarat', 'dan', 'layak', 'tempat', 'ibadah', 'politis', 'modal', 'headline']","[{'word': 'cth', 'score': 0.0, 'matched': False}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'pengaturan', 'score': 0.0, 'matched': True}, {'word': 'tempat', 'score': -2.4000000000000004, 'matched': True}, {'word': 'ibadat', 'score': 3.2, 'matched': True}, {'word': 'anggota', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'wah', 'score': 2.4000000000000004, 'matched': True}, {'word': 'masa', 'score': 0.0, 'matched': True}, {'word': 'tempat', 'score': -2.4000000000000004, 'matched': True}, {'word': 'ibadat', 'score': 3.2, 'matched': True}, {'word': 'pengaturan', 'score': 0.0, 'matched': True}, {'word': 'pengaturan', 'score': 0.0, 'matched': True}, {'word': 'ini', 'score': 0.0, 'matched': False}, {'word': 'nama', 'score': 0.0, 'matched': False}, {'word': 'intoleransi', 'score': -1.6, 'matched': True}, {'word': 'tidak', 'score': -4.0, 'matched': True}, {'word': 'boleh', 'score': 1.6, 'matched': True}, {'word': 'pengaturan', 'score': 0.0, 'matched': True}, {'word': 'pengaturan', 'score': 0.0, 'matched': True}, {'word': 'padahal', 'score': 0.0, 'matched': False}, {'word': 'isi', 'score': 1.6, 'matched': True}, {'word': 'tentang', 'score': 0.8, 'matched': True}, {'word': 'syarat', 'score': 0.0, 'matched': True}, {'word': 'dan', 'score': 0.0, 'matched': False}, {'word': 'layak', 'score': 2.4000000000000004, 'matched': True}, {'word': 'tempat', 'score': -2.4000000000000004, 'matched': True}, {'word': 'ibadah', 'score': 3.2, 'matched': True}, {'word': 'politis', 'score': 0.0, 'matched': False}, {'word': 'modal', 'score': 1.6, 'matched': True}, {'word': 'headline', 'score': 0.0, 'matched': False}]"
4470,2017-12-07T10:13:15.000Z,RUU Tentang Serah Simpan Karya Cetak dan Karya Rekam Jadi RUU Usul Inisiatif DPR RI kanalhukum id,RUU tentang serah simpan karya cetak dan karya rekam jadi RUU usul inisiatif DPR RI kanalhukum id,0.6,0.15,0.5477225575051662,positive,"['RUU', 'tentang', 'serah', 'simpan', 'karya', 'cetak', 'dan', 'karya', 'rekam', 'jadi', 'RUU', 'usul', 'inisiatif', 'DPR', 'RI', 'kanalhukum', 'id']","['RUU', 'tentang', 'serah', 'simpan', 'karya', 'karya', 'rekam', 'jadi', 'RUU', 'usul', 'inisiatif', 'DPR', 'RI']","['cetak', 'dan', 'kanalhukum', 'id']","['RUU', 'tentang', 'serah', 'simpan', 'karya', 'cetak', 'dan', 'karya', 'rekam', 'jadi', 'RUU', 'usul', 'inisiatif', 'DPR', 'RI', 'kanalhukum', 'id']","[{'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'tentang', 'score': 0.8, 'matched': True}, {'word': 'serah', 'score': 1.6, 'matched': True}, {'word': 'simpan', 'score': -2.4000000000000004, 'matched': True}, {'word': 'karya', 'score': 2.4000000000000004, 'matched': True}, {'word': 'cetak', 'score': 0.0, 'matched': False}, {'word': 'dan', 'score': 0.0, 'matched': False}, {'word': 'karya', 'score': 2.4000000000000004, 'matched': True}, {'word': 'rekam', 'score': 1.6, 'matched': True}, {'word': 'jadi', 'score': 0.8, 'matched': True}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'usul', 'score': 0.0, 'matched': True}, {'word': 'inisiatif', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}, {'word': 'kanalhukum', 'score': 0.0, 'matched': False}, {'word': 'id', 'score': 0.0, 'matched': False}]"
4471,2017-12-07T10:10:29.000Z,Siang ini Kamis Desember memimpin Rapat Paripurna DPR RI Ke Masa Persidangan II Tahun Sidang Mendengarkan Laporan Komisi I mengenai hasil uji kelayakan dan kepatutan calon Marsekal TNI Hadi Tjahjanto sbg calon panglima baru TNI,siang ini kamis desember kepemimpinan rapat paripurna DPR RI ke masa sidang II tahun sidang dengar lapor komisi i kena hasil uji layak dan patut calon marsekal TNI had tjahjanto bagai calon panglima baru TNI,0.0,0.0,0.0,neutral,"['siang', 'ini', 'kamis', 'desember', 'kepemimpinan', 'rapat', 'paripurna', 'DPR', 'RI', 'ke', 'masa', 'sidang', 'II', 'tahun', 'sidang', 'dengar', 'lapor', 'komisi', 'i', 'kena', 'hasil', 'uji', 'layak', 'dan', 'patut', 'calon', 'marsekal', 'TNI', 'had', 'tjahjanto', 'bagai', 'calon', 'panglima', 'baru', 'TNI']","['kamis', 'desember', 'kepemimpinan', 'rapat', 'paripurna', 'DPR', 'RI', 'masa', 'sidang', 'II', 'tahun', 'sidang', 'dengar', 'lapor', 'komisi', 'i', 'kena', 'hasil', 'uji', 'layak', 'patut', 'calon', 'TNI', 'calon', 'panglima', 'TNI']","['siang', 'ini', 'ke', 'dan', 'marsekal', 'had', 'tjahjanto', 'bagai', 'baru']","['siang', 'ini', 'kamis', 'desember', 'kepemimpinan', 'rapat', 'paripurna', 'DPR', 'RI', 'ke', 'masa', 'sidang', 'II', 'tahun', 'sidang', 'dengar', 'lapor', 'komisi', 'i', 'kena', 'hasil', 'uji', 'layak', 'dan', 'patut', 'calon', 'marsekal', 'TNI', 'had', 'tjahjanto', 'bagai', 'calon', 'panglima', 'baru', 'TNI']","[{'word': 'siang', 'score': 0.0, 'matched': False}, {'word': 'ini', 'score': 0.0, 'matched': False}, {'word': 'kamis', 'score': 0.0, 'matched': True}, {'word': 'desember', 'score': 0.0, 'matched': True}, {'word': 'kepemimpinan', 'score': 0.0, 'matched': True}, {'word': 'rapat', 'score': 0.0, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}, {'word': 'ke', 'score': 0.0, 'matched': False}, {'word': 'masa', 'score': 0.0, 'matched': True}, {'word': 'sidang', 'score': 0.0, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'tahun', 'score': 0.0, 'matched': True}, {'word': 'sidang', 'score': 0.0, 'matched': True}, {'word': 'dengar', 'score': 1.6, 'matched': True}, {'word': 'lapor', 'score': 0.0, 'matched': True}, {'word': 'komisi', 'score': 0.0, 'matched': True}, {'word': 'i', 'score': 0.0, 'matched': True}, {'word': 'kena', 'score': -2.4000000000000004, 'matched': True}, {'word': 'hasil', 'score': 2.4000000000000004, 'matched': True}, {'word': 'uji', 'score': 0.8, 'matched': True}, {'word': 'layak', 'score': 2.4000000000000004, 'matched': True}, {'word': 'dan', 'score': 0.0, 'matched': False}, {'word': 'patut', 'score': 1.6, 'matched': True}, {'word': 'calon', 'score': 0.0, 'matched': True}, {'word': 'marsekal', 'score': 0.0, 'matched': False}, {'word': 'TNI', 'score': 0.0, 'matched': True}, {'word': 'had', 'score': 0.0, 'matched': False}, {'word': 'tjahjanto', 'score': 0.0, 'matched': False}, {'word': 'bagai', 'score': 0.0, 'matched': False}, {'word': 'calon', 'score': 0.0, 'matched': True}, {'word': 'panglima', 'score': 2.4000000000000004, 'matched': True}, {'word': 'baru', 'score': 0.0, 'matched': False}, {'word': 'TNI', 'score': 0.0, 'matched': True}]"
4489,2017-12-06T01:48:55.000Z,RUU Masuk Prioritas Tahun,RUU masuk prioritas tahun,0.0,0.0,0.0,neutral,"['RUU', 'masuk', 'prioritas', 'tahun']","['RUU', 'masuk', 'prioritas', 'tahun']",[],"['RUU', 'masuk', 'prioritas', 'tahun']","[{'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'masuk', 'score': 0.0, 'matched': True}, {'word': 'prioritas', 'score': 0.0, 'matched': True}, {'word': 'tahun', 'score': 0.0, 'matched': True}]"
4497,2017-12-05T05:42:04.000Z,Melangsungkan Rapat Paripurna DPR RI Ke Masa Persidangan II Th Sidang Selasa membahas agenda Setujui lap Baleg ttg Prolegnas setujui RUU SDA Kebidanan serta setujui perpanjangan pembahasan RUU Terorisme Karantina Kesehatan dpr,langsung rapat paripurna DPR RI ke masa sidang II tahu sidang selasa bahas agenda tuju lap baleg tentang prolegnas tuju RUU SDA bidan serta tuju panjang bahas RUU terorisme karantina sehat dpr,0.0,0.0,0.0,neutral,"['langsung', 'rapat', 'paripurna', 'DPR', 'RI', 'ke', 'masa', 'sidang', 'II', 'tahu', 'sidang', 'selasa', 'bahas', 'agenda', 'tuju', 'lap', 'baleg', 'tentang', 'prolegnas', 'tuju', 'RUU', 'SDA', 'bidan', 'serta', 'tuju', 'panjang', 'bahas', 'RUU', 'terorisme', 'karantina', 'sehat', 'dpr']","['langsung', 'rapat', 'paripurna', 'DPR', 'RI', 'masa', 'sidang', 'II', 'tahu', 'sidang', 'selasa', 'bahas', 'agenda', 'tuju', 'lap', 'baleg', 'tentang', 'prolegnas', 'tuju', 'RUU', 'SDA', 'serta', 'tuju', 'panjang', 'bahas', 'RUU', 'terorisme', 'karantina', 'sehat', 'dpr']","['ke', 'bidan']","['langsung', 'rapat', 'paripurna', 'DPR', 'RI', 'ke', 'masa', 'sidang', 'II', 'tahu', 'sidang', 'selasa', 'bahas', 'agenda', 'tuju', 'lap', 'baleg', 'tentang', 'prolegnas', 'tuju', 'RUU', 'SDA', 'bidan', 'serta', 'tuju', 'panjang', 'bahas', 'RUU', 'terorisme', 'karantina', 'sehat', 'dpr']","[{'word': 'langsung', 'score': 2.4000000000000004, 'matched': True}, {'word': 'rapat', 'score': 0.0, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}, {'word': 'ke', 'score': 0.0, 'matched': False}, {'word': 'masa', 'score': 0.0, 'matched': True}, {'word': 'sidang', 'score': 0.0, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'tahu', 'score': 0.0, 'matched': True}, {'word': 'sidang', 'score': 0.0, 'matched': True}, {'word': 'selasa', 'score': 0.0, 'matched': True}, {'word': 'bahas', 'score': 0.0, 'matched': True}, {'word': 'agenda', 'score': 0.0, 'matched': True}, {'word': 'tuju', 'score': 2.4000000000000004, 'matched': True}, {'word': 'lap', 'score': -4.0, 'matched': True}, {'word': 'baleg', 'score': 0.0, 'matched': True}, {'word': 'tentang', 'score': 0.8, 'matched': True}, {'word': 'prolegnas', 'score': 0.0, 'matched': True}, {'word': 'tuju', 'score': 2.4000000000000004, 'matched': True}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'SDA', 'score': 0.0, 'matched': True}, {'word': 'bidan', 'score': 0.0, 'matched': False}, {'word': 'serta', 'score': 1.6, 'matched': True}, {'word': 'tuju', 'score': 2.4000000000000004, 'matched': True}, {'word': 'panjang', 'score': 1.6, 'matched': True}, {'word': 'bahas', 'score': 0.0, 'matched': True}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'terorisme', 'score': -2.0, 'matched': True}, {'word': 'karantina', 'score': 0.0, 'matched': True}, {'word': 'sehat', 'score': 3.2, 'matched': True}, {'word': 'dpr', 'score': 0.0, 'matched': True}]"
4532,2017-12-02T14:38:38.000Z,Anda terlihat pintar bermain kata debat tapi anda blm terlihat pintar merealisasikan janji sbg wakil rakyat yg sebagian besar merasakan hidup bertambah sulit utk disampaikan ke pemerintah bukan hanya pro semua kebijakan,anda lihat pintar main kata debat tetapi anda belum lihat pintar realisasi janji bagai wakil rakyat yang bagi besar rasa hidup tambah sulit untuk sampai ke pemerintah bukan hanya pro semua kebijakan,-2.0,-0.5,0.0,negative,"['anda', 'lihat', 'pintar', 'main', 'kata', 'debat', 'tetapi', 'anda', 'belum', 'lihat', 'pintar', 'realisasi', 'janji', 'bagai', 'wakil', 'rakyat', 'yang', 'bagi', 'besar', 'rasa', 'hidup', 'tambah', 'sulit', 'untuk', 'sampai', 'ke', 'pemerintah', 'bukan', 'hanya', 'pro', 'semua', 'kebijakan']","['anda', 'lihat', 'main', 'kata', 'debat', 'anda', 'lihat', 'realisasi', 'wakil', 'rakyat', 'yang', 'bagi', 'besar', 'rasa', 'hidup', 'tambah', 'sulit', 'sampai', 'pemerintah', 'bukan', 'hanya', 'semua', 'kebijakan']","['pintar', 'tetapi', 'belum', 'pintar', 'janji', 'bagai', 'untuk', 'ke', 'pro']","['anda', 'lihat', 'pintar', 'main', 'kata', 'debat', 'tetapi', 'anda', 'belum', 'lihat', 'pintar', 'realisasi', 'janji', 'bagai', 'wakil', 'rakyat', 'yang', 'bagi', 'besar', 'rasa', 'hidup', 'tambah', 'sulit', 'untuk', 'sampai', 'ke', 'pemerintah', 'bukan', 'hanya', 'pro', 'semua', 'kebijakan']","[{'word': 'anda', 'score': -3.2, 'matched': True}, {'word': 'lihat', 'score': 2.4000000000000004, 'matched': True}, {'word': 'pintar', 'score': 0.0, 'matched': False}, {'word': 'main', 'score': 1.6, 'matched': True}, {'word': 'kata', 'score': -0.8, 'matched': True}, {'word': 'debat', 'score': 2.4000000000000004, 'matched': True}, {'word': 'tetapi', 'score': 0.0, 'matched': False}, {'word': 'anda', 'score': -3.2, 'matched': True}, {'word': 'belum', 'score': 0.0, 'matched': False}, {'word': 'lihat', 'score': 2.4000000000000004, 'matched': True}, {'word': 'pintar', 'score': 0.0, 'matched': False}, {'word': 'realisasi', 'score': -2.4000000000000004, 'matched': True}, {'word': 'janji', 'score': 0.0, 'matched': False}, {'word': 'bagai', 'score': 0.0, 'matched': False}, {'word': 'wakil', 'score': 0.0, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'yang', 'score': -4.0, 'matched': True}, {'word': 'bagi', 'score': 1.6, 'matched': True}, {'word': 'besar', 'score': 3.2, 'matched': True}, {'word': 'rasa', 'score': -1.6, 'matched': True}, {'word': 'hidup', 'score': 1.6, 'matched': True}, {'word': 'tambah', 'score': 2.4000000000000004, 'matched': True}, {'word': 'sulit', 'score': -0.8, 'matched': True}, {'word': 'untuk', 'score': 0.0, 'matched': False}, {'word': 'sampai', 'score': 1.6, 'matched': True}, {'word': 'ke', 'score': 0.0, 'matched': False}, {'word': 'pemerintah', 'score': 0.0, 'matched': True}, {'word': 'bukan', 'score': -2.4000000000000004, 'matched': True}, {'word': 'hanya', 'score': -2.4000000000000004, 'matched': True}, {'word': 'pro', 'score': 0.0, 'matched': False}, {'word': 'semua', 'score': 0.0, 'matched': True}, {'word': 'kebijakan', 'score': 0.0, 'matched': True}]"
4609,2017-11-22T14:47:16.000Z,Komisi II Terima DIM RUU Pertanahan dari Pemerintah,komisi II terima DIM RUU tanah dari pemerintah,0.0,0.0,0.0,neutral,"['komisi', 'II', 'terima', 'DIM', 'RUU', 'tanah', 'dari', 'pemerintah']","['komisi', 'II', 'terima', 'RUU', 'dari', 'pemerintah']","['DIM', 'tanah']","['komisi', 'II', 'terima', 'DIM', 'RUU', 'tanah', 'dari', 'pemerintah']","[{'word': 'komisi', 'score': 0.0, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'terima', 'score': 1.6, 'matched': True}, {'word': 'DIM', 'score': 0.0, 'matched': False}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'tanah', 'score': 0.0, 'matched': False}, {'word': 'dari', 'score': -2.4000000000000004, 'matched': True}, {'word': 'pemerintah', 'score': 0.0, 'matched': True}]"
4657,2017-11-18T10:54:25.000Z,Peresmian Rumah Aspirasi H Bisri Romli Anggota DPR RI oleh CakImindiKotaBatik,resmi rumah aspirasi h bisri romli anggota DPR RI oleh cakimindikotabatik,0.8,0.2,0.447213595499958,positive,"['resmi', 'rumah', 'aspirasi', 'h', 'bisri', 'romli', 'anggota', 'DPR', 'RI', 'oleh', 'cakimindikotabatik']","['resmi', 'rumah', 'aspirasi', 'anggota', 'DPR', 'RI', 'oleh']","['h', 'bisri', 'romli', 'cakimindikotabatik']","['resmi', 'rumah', 'aspirasi', 'h', 'bisri', 'romli', 'anggota', 'DPR', 'RI', 'oleh', 'cakimindikotabatik']","[{'word': 'resmi', 'score': 1.6, 'matched': True}, {'word': 'rumah', 'score': 2.4000000000000004, 'matched': True}, {'word': 'aspirasi', 'score': 0.0, 'matched': True}, {'word': 'h', 'score': 0.0, 'matched': False}, {'word': 'bisri', 'score': 0.0, 'matched': False}, {'word': 'romli', 'score': 0.0, 'matched': False}, {'word': 'anggota', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}, {'word': 'oleh', 'score': 0.0, 'matched': True}, {'word': 'cakimindikotabatik', 'score': 0.0, 'matched': False}]"
4690,2017-11-15T11:09:58.000Z,Yg aangat konyol pengacara bilang SN adalah wakil rakyat yg seharusnya di hormati krn membawa aspirasi rakyat lha KORUPSI emang aspirasi rakyat utekmu wes kebuntel duit! Rakyat pun muak kok bisanya membawa nama rakyat becak tanpo velg waton jeplak ra nganggo utek,yang aangat konyol acara bilang SN adalah wakil rakyat yang harus di hormat karena bawa aspirasi rakyat lah KORUPSI memang aspirasi rakyat utekmu wes buntel duit ! rakyat pun muak kok bisa bawa nama rakyat becak tanpo velg waton jeplak ra nganggo utek,-3.8,-0.95,0.4472135954999578,negative,"['yang', 'aangat', 'konyol', 'acara', 'bilang', 'SN', 'adalah', 'wakil', 'rakyat', 'yang', 'harus', 'di', 'hormat', 'karena', 'bawa', 'aspirasi', 'rakyat', 'lah', 'KORUPSI', 'memang', 'aspirasi', 'rakyat', 'utekmu', 'wes', 'buntel', 'duit', '!', 'rakyat', 'pun', 'muak', 'kok', 'bisa', 'bawa', 'nama', 'rakyat', 'becak', 'tanpo', 'velg', 'waton', 'jeplak', 'ra', 'nganggo', 'utek']","['yang', 'konyol', 'wakil', 'rakyat', 'yang', 'harus', 'karena', 'bawa', 'aspirasi', 'rakyat', 'KORUPSI', 'memang', 'aspirasi', 'rakyat', 'rakyat', 'pun', 'muak', 'bawa', 'rakyat', 'becak']","['aangat', 'acara', 'bilang', 'SN', 'adalah', 'di', 'hormat', 'lah', 'utekmu', 'wes', 'buntel', 'duit', '!', 'kok', 'bisa', 'nama', 'tanpo', 'velg', 'waton', 'jeplak', 'ra', 'nganggo', 'utek']","['yang', 'aangat', 'konyol', 'acara', 'bilang', 'SN', 'adalah', 'wakil', 'rakyat', 'yang', 'harus', 'di', 'hormat', 'karena', 'bawa', 'aspirasi', 'rakyat', 'lah', 'KORUPSI', 'memang', 'aspirasi', 'rakyat', 'utekmu', 'wes', 'buntel', 'duit', '!', 'rakyat', 'pun', 'muak', 'kok', 'bisa', 'bawa', 'nama', 'rakyat', 'becak', 'tanpo', 'velg', 'waton', 'jeplak', 'ra', 'nganggo', 'utek']","[{'word': 'yang', 'score': -4.0, 'matched': True}, {'word': 'aangat', 'score': 0.0, 'matched': False}, {'word': 'konyol', 'score': -2.0, 'matched': True}, {'word': 'acara', 'score': 0.0, 'matched': False}, {'word': 'bilang', 'score': 0.0, 'matched': False}, {'word': 'SN', 'score': 0.0, 'matched': False}, {'word': 'adalah', 'score': 0.0, 'matched': False}, {'word': 'wakil', 'score': 0.0, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'yang', 'score': -4.0, 'matched': True}, {'word': 'harus', 'score': -4.0, 'matched': True}, {'word': 'di', 'score': 0.0, 'matched': False}, {'word': 'hormat', 'score': 0.0, 'matched': False}, {'word': 'karena', 'score': -2.4000000000000004, 'matched': True}, {'word': 'bawa', 'score': 0.8, 'matched': True}, {'word': 'aspirasi', 'score': 0.0, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'lah', 'score': 0.0, 'matched': False}, {'word': 'KORUPSI', 'score': -2.4000000000000004, 'matched': True}, {'word': 'memang', 'score': 3.2, 'matched': True}, {'word': 'aspirasi', 'score': 0.0, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'utekmu', 'score': 0.0, 'matched': False}, {'word': 'wes', 'score': 0.0, 'matched': False}, {'word': 'buntel', 'score': 0.0, 'matched': False}, {'word': 'duit', 'score': 0.0, 'matched': False}, {'word': '!', 'score': 0.0, 'matched': False}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'pun', 'score': -2.4000000000000004, 'matched': True}, {'word': 'muak', 'score': -2.0, 'matched': True}, {'word': 'kok', 'score': 0.0, 'matched': False}, {'word': 'bisa', 'score': 0.0, 'matched': False}, {'word': 'bawa', 'score': 0.8, 'matched': True}, {'word': 'nama', 'score': 0.0, 'matched': False}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'becak', 'score': -4.0, 'matched': True}, {'word': 'tanpo', 'score': 0.0, 'matched': False}, {'word': 'velg', 'score': 0.0, 'matched': False}, {'word': 'waton', 'score': 0.0, 'matched': False}, {'word': 'jeplak', 'score': 0.0, 'matched': False}, {'word': 'ra', 'score': 0.0, 'matched': False}, {'word': 'nganggo', 'score': 0.0, 'matched': False}, {'word': 'utek', 'score': 0.0, 'matched': False}]"
4742,2017-11-10T10:32:14.000Z,Tarif Listrik Siasat Jonan dan Upaya Selamatkan PLN,tarif listrik siasat jonan dan upaya selamat PLN,-0.2,-0.05,0.447213595499958,negative,"['tarif', 'listrik', 'siasat', 'jonan', 'dan', 'upaya', 'selamat', 'PLN']","['tarif', 'listrik', 'upaya', 'selamat']","['siasat', 'jonan', 'dan', 'PLN']","['tarif', 'listrik', 'siasat', 'jonan', 'dan', 'upaya', 'selamat', 'PLN']","[{'word': 'tarif', 'score': 0.0, 'matched': True}, {'word': 'listrik', 'score': 0.0, 'matched': True}, {'word': 'siasat', 'score': 0.0, 'matched': False}, {'word': 'jonan', 'score': 0.0, 'matched': False}, {'word': 'dan', 'score': 0.0, 'matched': False}, {'word': 'upaya', 'score': 0.8, 'matched': True}, {'word': 'selamat', 'score': 0.8, 'matched': True}, {'word': 'PLN', 'score': 0.0, 'matched': False}]"
4755,2017-11-09T04:29:32.000Z,bagus silakan lihat!,bagus sila lihat !,0.6,0.15,0.8944271909999157,positive,"['bagus', 'sila', 'lihat', '!']","['bagus', 'sila', 'lihat']",['!'],"['bagus', 'sila', 'lihat', '!']","[{'word': 'bagus', 'score': 1.6, 'matched': True}, {'word': 'sila', 'score': 0.8, 'matched': True}, {'word': 'lihat', 'score': 2.4000000000000004, 'matched': True}, {'word': '!', 'score': 0.0, 'matched': False}]"
4877,2017-10-25T13:31:56.000Z,DPR RI Setujui RUU Menjadi UU Baru Klik,DPR RI tuju RUU jadi UU baru klik,0.4,0.1,0.5477225575051662,positive,"['DPR', 'RI', 'tuju', 'RUU', 'jadi', 'UU', 'baru', 'klik']","['DPR', 'RI', 'tuju', 'RUU', 'jadi', 'UU']","['baru', 'klik']","['DPR', 'RI', 'tuju', 'RUU', 'jadi', 'UU', 'baru', 'klik']","[{'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}, {'word': 'tuju', 'score': 2.4000000000000004, 'matched': True}, {'word': 'RUU', 'score': 0.0, 'matched': True}, {'word': 'jadi', 'score': 0.8, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'baru', 'score': 0.0, 'matched': False}, {'word': 'klik', 'score': 0.0, 'matched': False}]"
4881,2017-10-25T11:41:04.000Z,Rapat Paripurna DPR RI Setujui UU APBN,rapat paripurna DPR RI tuju UU APBN,0.2,0.05,0.447213595499958,positive,"['rapat', 'paripurna', 'DPR', 'RI', 'tuju', 'UU', 'APBN']","['rapat', 'paripurna', 'DPR', 'RI', 'tuju', 'UU', 'APBN']",[],"['rapat', 'paripurna', 'DPR', 'RI', 'tuju', 'UU', 'APBN']","[{'word': 'rapat', 'score': 0.0, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'DPR', 'score': 0.0, 'matched': True}, {'word': 'RI', 'score': 0.0, 'matched': True}, {'word': 'tuju', 'score': 2.4000000000000004, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'APBN', 'score': 0.0, 'matched': True}]"
