no,timestamp,teks,teks_processed,sentiment,compound_score
11864,2021-12-22T01:04:26.000Z,Dalam Kunjungan Reses ke Provinsi Sumatera Selatan Anggota Komisi X DPR RI Ir H Nuroji menyampaikan bahwa Sumsel sngat berpotensi pariwisatanya dikembangkan berbasis sejarah dan budaya mengingat Palembang dahulu sebagai pusat kerajaan besar Sriwijaya,dalam kunjung reses ke provinsi sumatera selatan anggota komisi kali DPR RI ir h nuroji sampai bahwa sumsel sngat potensi pariwisata kembang bas sejarah dan budaya ingat palembang dahulu bagai pusat raja besar sriwijaya,positive,0.976633014913202
11867,2021-12-21T23:48:58.000Z,BANGSAT SAHKAN RUU PKS SEKARANG JUGA!,BANGSAT SAHKAN RUU PKS SEKARANG JUGA !,negative,-0.7424176323732686
11891,2021-12-20T23:57:08.000Z,Dalam mewujudkan visi tersebut pemerintah bersama Dewan Perwakilan Rakyat menyusun membahas rancangan undang undang yg kemudian menjadi Undang Undang Nomor Tahun tentang Desa UU Desa KumhamPasti bumdes membangundaridesa KemenkumhamRI,dalam perwujudan visi sebut pemerintah sama dewan wakil rakyat susun bahas rancangan undang undang yang kemudian jadi undang undang nomor tahun tentang desa UU desa kumhampasti bumdes membangundaridesa kemenkumhamri,positive,0.38181916792267817
11918,2021-12-20T05:26:41.000Z,Apa betul kalian dlm hati menolak Sehingga Tak Ada Hati Sahkan RUU TPKS ???!! Kalau takut terkena internal sendiri bgm mgkn kalian bs diharapkan Rakyat agar perjuangkan UU yg menjerat tindakan kekerasan seksual dinegeri ini,apa banget kalian dalam hati penolakan sehingga tak ada hati sahkan RUU TPKS ? ? ! ! jika takut kena internal sendiri bgm mungkin kalian dapat harap rakyat agar juang UU yang jerat tindakan keras seksual negeri ini,negative,-0.8310869529602192
11927,2021-12-19T15:55:33.000Z,Pelaku Pemerkosaan Bocah Tahun Masih Bebas Anggota DPR RI Desak Kapolda Aceh Turun Tangan,pelaksanaan perkosa bocah tahun masih bebas anggota DPR RI desakan kapolda aceh turun tangan,negative,-0.5006589854488329
11934,2021-12-19T09:45:58.000Z,Berarti yg hrs di dorong untuk membubarkan itu Presiden RI dan donk kalau pun DRR RI bisa menyetujui aspirasi rakyat yg setuju pembubaran Lembaga yg gak berguna itu tp Presiden pasti gak setuju,arti yang harus di dorong untuk bubar itu presiden RI dan dong jika pun DRR RI dapat tuju aspirasi rakyat yang tuju bubar lembaga yang tidak penggunaan itu tetapi presiden pasti tidak tuju,negative,-0.9623719900303387
11943,2021-12-19T00:12:11.000Z,Bisa dipetakan ndak seh anggota yang menolak dan mendukung? Paling tidak masuk ke portofolio anggota dpr yang menunjukan selama dia terpilih mendukung RUU apa saja atau menentang RUU apa saja agar jadi pertanggungjawaban kpd rakyat pertimbangan pemilu kedepan,dapat peta indak sih anggota yang penolakan dan dukungan ? paling tidak masuk ke portofolio anggota dpr yang tunjuk lama dia pilih dukungan RUU apa saja atau tentang RUU apa saja agar jadi pertanggungjawaban kepada rakyat timbang pemilu depan,negative,-0.990828971975744
11998,2021-12-17T23:59:44.000Z,soal omicron Utk anggota DPR RI,soal omicron untuk anggota DPR RI,negative,-0.3680368469877013
12018,2021-12-17T12:36:54.000Z,Apa yang telah saya kemukakan di atas menjadi suatu pembenaran dan alasan saya untuk mendukung pembahasan dan pengesahan RUU TPKS di sidang paripurna sehingga menurut saya tidak ada alasan untuk tidak mendukung RUU TPKS RUUTPKS,apa yang telah saya muka di atas jadi suatu benar dan alas saya untuk dukungan bahas dan pengesahan RUU TPKS di sidang paripurna sehingga turut saya tidak ada alas untuk tidak dukungan RUU TPKS RUUTPKS,negative,-0.9845266806111981
12045,2021-12-17T06:47:06.000Z,Pak bu yth masih mau nunda RUU TPKS kah?,pak bu yth masih mau nunda RUU TPKS kah ?,negative,-0.28077181552431213
12065,2021-12-17T01:21:10.000Z,Soal kedaruratan kekerasan seksual dikalahkan oleh soal teknis Korban kekerasan seksual yang bertumbangan tak mampu menyentuh hati anggota DPR Terbuat dari apa hati para wakil rakyat itu,soal darurat keras seksual kalah oleh soal teknis korban keras seksual yang tumbang tak mampu sentuh hati anggota DPR buat dari apa hati para wakil rakyat itu,negative,-0.9646462376175413
12133,2021-12-16T06:59:18.000Z,Di saat kasus kekerasan seksual di Indonesia satu persatu terungkap justru tak punya keinginan untuk segera mengesahkan RUU TPKS yg sebetulnya sdh sangat kompromistis dibandingkan draf awal RUU PKS Kalian memalukan!,di saat kasus keras seksual di indonesia satu satu ungkap justru tak punya ingin untuk segera pengesahan RUU TPKS yang betul sudah sangat kompromistis banding draf awal RUU PKS kalian malu !,positive,0.7629116239441329
12142,2021-12-16T03:18:38.000Z,Dari berita ini jelas Penundaannya ada di tangan pimpinan dan Bamus PKS ngga ada dipimpinan Di Bamus juga jumlahnya kecil Tapi kalo ada berita gini yg dimaki tetap PKS Nasib loe p,dari berita ini jelas tunda ada di tangan kepemimpinan dan bamus PKS tidak ada kepemimpinan di bamus juga jumlah kecil tetapi jika ada berita begini yang maki tetap PKS nasib lo p,negative,-0.9823611046664446
12163,2021-12-16T02:48:03.000Z,kayanya harus dari kelurga terdekat anggota dpr yg kena KS baru deh di urus kalo rakyat mah cuman bisa koar koar tnpa ada undang undang yg bisa jadi pedoman,kaya harus dari kelurga dekat anggota dpr yang kena KS baru deh di urus jika rakyat mah cuman dapat koar koar tanpa ada undang undang yang dapat jadi pedoman,negative,-0.942090568539504
12203,2021-12-13T21:23:25.000Z,Umat Islam Indonesia mendukung disahkannya RUU TPKS oleh RUU TPKS melindungi perempuan korban pemerkosaan kekerasan seksual Ini adalah payung hukum bagi korban Semakin ditunda makin banyak korban berjatuhan Tulisan pendek yg bagus dari Ustadz muda NU x com Ayang_Utriza s,umat islam indonesia dukungan sah RUU TPKS oleh RUU TPKS lindung perempuan korban perkosa keras seksual ini adalah payung hukum bagi korban makin tunda makin banyak korban jatuh tulis pendek yang bagus dari ustadz muda NU kali com Ayang_utriza si,positive,0.8689430654232148
12223,2021-12-14T13:36:55.000Z,Datangi Gedung DPR Kohati PB HMI Desak Pengesahan RUU PPRT,datang gedung DPR kohati PB HMI desakan pengesahan RUU PPRT,negative,-0.732963834521151
12249,2021-12-14T01:42:05.000Z,Mulan Kwok Mulan Jamila Wulansari with bare minimum competency in Perwakilan Aspirasi Rakyat bisa jadi anggota DPR aja udah a,mulan kwok mulan jamila wulansari with bare minimum competency ini wakil aspirasi rakyat dapat jadi anggota DPR saja sudah a,neutral,0.0
12264,2022-12-23T07:00:08.000Z,Pada hari Kamis DPR RI mengesahkan Rancangan Undang Undang Pengembangan dan Penguatan Sektor Keuangan RUU PSK yang berisikan peraturan baru bahwa Otoritas Jasa Keuangan OJK mendapat tugas untuk mengawasi sektor keuangan termasuk transaksi kripto,pada hari kamis DPR RI pengesahan rancangan undang undang kembang dan kuat sektor uang RUU PSK yang risi pengaturan baru bahwa otoritas jasa uang OJK dapat tugas untuk awas sektor uang masuk transaksi kripto,positive,0.8224628936244653
12283,2023-12-09T13:29:28.000Z,Kunjungan Kerja Reses Komisi XI DPR RI ke Provinsi Bali Sobat OJK Ketua Dewan Audit OJK Sophia Wattimena menyampaikan OJK akan terus berupaya mendorong akses pembiayaan kepada UMKM guna mendukung pertumbuhan ekonomi,kunjung kerja reses komisi XI DPR RI ke provinsi bal sobat OJK ketua dewan audit OJK sophia wattimena sampai OJK akan terus upaya dorong akses biaya kepada UMKM penggunaan dukungan tumbuh ekonomi,positive,0.9614035315621073
12285,2023-12-30T07:01:23.000Z,Perjuangan mendesak wakil rakyat untuk segera mengesahkan RUU Perampasan Aset Koruptor gak akan pernah berhenti Hukuman penjara jelas gak bikin koruptor jera perlu hukuman lain yang bikin mereka ketakutan yaitu dimiskinkan Tangkap koruptor! Sita aset asetnya! itu baru,juang desakan wakil rakyat untuk segera pengesahan RUU ampas aset koruptor tidak akan pernah henti hukum penjara jelas tidak bikin koruptor jera perlu hukum lain yang bikin mereka takut yaitu miskin tangkap koruptor ! sita aset aset ! itu baru,negative,-0.9851233150269569
12336,2023-12-14T10:49:53.000Z,Kini tiba saatnya kami menanyakan kepada sidang dewan yang terhormat Apakah Rancangan Undang Undang tentang usulan inisiatif Badan Legislasi DPR RI PKSAMINuntukIndonesia,kini tiba saat kami tanya kepada sidang dewan yang hormat apakah rancangan undang undang tentang usul inisiatif badan legislasi DPR RI pksaminuntukindonesia,positive,0.20228869496966945
12350,2023-12-16T14:22:48.000Z,Dua Anggota DPRD Solsel Dapil Turun ke Lapangan Guna Tampung Aspirasi Masyarakat Pada penghujung tahun Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Solok Selatan lakukan reses kemasing masing Daerah Pemilihan Dapil,dua anggota DPRD solsel dapil turun ke lapang penggunaan tampung aspirasi masyarakat pada hujung tahun dewan wakil rakyat daerah DPRD kabupaten solok selatan pelaksanaan reses kemasing masing daerah pilih dapil,negative,-0.3818191679226784
12369,2024-12-30T12:08:53.000Z,DIA KAN ANGGOTA DPR SEMUA ATURAN DAN UNDANG UNDANG LEWAT PEMBAHASAN DPR DIANALISA DIBAHAS DISETUJUI OLEH DPR DAN SUDAH DISAHKAN OLEH DPR KENAPA SEKARANG TERIAK GA SETUJU ANEH BANGET NI PARTAI,DIA KAN ANGGOTA DPR SEMUA PENGATURAN DAN UNDANG UNDANG LEWAT BAHAS DPR DIANALISA BAHAS TUJU OLEH DPR DAN SUDAH SAH OLEH DPR KENAPA SEKARANG TERIAK TIDAK TUJU ANEH BANGET INI PARTAI,negative,-0.9141872345620515
12370,2024-12-30T12:01:23.000Z,enak banget ngelakuin kesalahan fatal sanksinya cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang kepolisian buktikan kalau kalian juga benar mendukung asas equality before the law !! cc,enak banget pelaksanaan salah fatal sanksi cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang polisi bukti jika kalian juga banget dukungan asas equality before the law ! ! cc,negative,-0.730268479051297
12385,2024-12-30T05:45:26.000Z,apakah seorang legislatif yg menampung aspirasi rakyat lalu menyampaikan dlm forum karena berbeda dgn pemerintah itu harus dinarasikan provokator terus lapor MKD? Kalian ini wakil rakyat atau wakil pemerintah?!!,apakah orang legislatif yang tampung aspirasi rakyat lalu sampai dalam forum karena beda dengan pemerintah itu harus narasi provokator terus lapor MKD ? kalian ini wakil rakyat atau wakil pemerintah ? ! !,negative,-0.9625142272853661
12388,2024-12-30T05:08:52.000Z,Jauh beda dg kami indonesia pak pejabat kami rata rata kebanyakan justru hobi membebani rakyat an Kebijakan yg udah mereka buat sndiri pak Miris ya pak,jauh beda dengan kami indonesia pak jabatan kami rata rata banyak justru hobi beban rakyat an kebijakan yang sudah mereka buat sendiri pak miris ya pak,negative,-0.9656820512306714
12390,2024-12-30T03:40:17.000Z,TVR DPR RI Desak Regulasi TKDN Dalam RUU Ebet,TVR DPR RI desakan regulasi TKDN dalam RUU ebet,positive,0.5984449372171403
12399,2024-12-30T00:27:36.000Z,Ini nalarnya gimana hai ? bukankah anggota dewan itu wakil rakyat tapi ketika ada yg menyuarakan aspirasi rakyat malah kalian persekusi,ini nalar bagaimana hai ? bukankah anggota dewan itu wakil rakyat tetapi ketika ada yang suara aspirasi rakyat malah kalian persekusi,negative,-0.6369499429264263
12401,2024-12-29T23:16:13.000Z,Preettt Bukankah Rieke itu sedang melaksanakan tugasnya sebagai wakil rakyat? Kenapa kalian mau membungkamnya? Partainya kan partai oposisi partai pengkritik kebijakan pemerintah yg gak pro rakyat Pengen tahu partai mana tuh yg laporin Rieke ke MKD Pret ya kalian semua,preett bukankah rieke itu sedang laksana tugas bagai wakil rakyat ? kenapa kalian mau bungkam ? partai kan partai penentang partai kritikan kebijakan pemerintah yang tidak pro rakyat pengin tahu partai mana tuh yang laporin rieke ke MKD pret ya kalian semua,negative,-0.9823838741089486
12421,2024-12-29T03:41:43.000Z,Yg unique Sebagai Anggauta DPR RI ketua komisi yg membidangi Politik hukum dan hak asasi manusia Si Babirokhman ini tdk Paham Tupoksi dn Susduk acara kelembagaan negara DPR RI itu bukan representatif Kepresidenan tapi sebagai Representatif Rakyat untuk mengawasi kebijakan,yang unique bagai anggauta DPR RI ketua komisi yang bidang politik hukum dan hak asasi manusia sih babirokhman ini tidak paham tupoksi dan susduk acara lembaga negara DPR RI itu bukan representatif presiden tetapi bagai representatif rakyat untuk awas kebijakan,negative,-0.1896285497161428
12448,2024-12-28T06:07:46.000Z,Ini contoh pungli pungutan yg mematikan usaha ekonomi Renungkanlah dampak kebijakan pajak anda yg ugalan! Ugalan nya dimana ada pertanyaan dari Bani IQ bangsa ? Minta mereka baca analisa dan hitung sendiri,ini contoh pungli pungut yang mati usaha ekonomi renung dampak kebijakan pajak anda yang ugalan ! ugalan nya mana ada tanya dari bani IQ bangsa ? minta mereka baca analisa dan hitung sendiri,negative,-0.9763537626055293
12476,2024-12-26T07:40:10.000Z,Siang Jelang Sore Genkz PPN masih jadi buah bibir dalam lingkup Masyarakat saat ini Karena Kebijakan tersebut Peran DPR RI sangat Penting dalam melakukan Pengawasan agar tidak terjadi Penyelewengan yg menyebabkan timbulnya beban bagi Seluruh Rakyat Indonesia ZonaUang,siang jelang sore genkz PPN masih jadi buah bibir dalam lingkup masyarakat saat ini karena kebijakan sebut peran DPR RI sangat penting dalam pelaksanaan awas agar tidak jadi seleweng yang sebab timbul beban bagi seluruh rakyat indonesia zonauang,positive,0.7200965532369493
12506,2024-12-23T17:02:54.000Z,Kenaikan tarif PPN ini diinisiasi oleh Kementerian Keuangan Republik Indonesia Sri Mulyani Indrawati Menteri Keuangan era jokowi Kebijakan ini kemudian dibahas dan disetujui dalam pembahasan Rancangan Undang Undang Harmonisasi Peraturan Perpajakan bersama dengan DPR RI,naik tarif PPN ini inisiasi oleh menteri uang republik indonesia sri mulyani indrawati menteri uang era jokowi kebijakan ini kemudian bahas dan tuju dalam bahas rancangan undang undang harmonisasi pengaturan paja sama dengan DPR RI,positive,0.937127104577154
12517,2024-12-23T14:37:58.000Z,Benar benar Kejam sadis brutal bengis preman kebijakan Molyono atas status PSN si Molyono memberikan karpet mirah sama oligarki Dasar Anjing Molyono para oligarki yg tdk punya rasa kemanusiaan,banget banget kejam sadis brutal bengis preman kebijakan molyono atas status PSN sih molyono beri karpet mirah sama oligarki dasar anjing molyono para oligarki yang tidak punya rasa manusia,negative,-0.9873071671009065
12537,2024-12-23T08:31:22.000Z,Ketua Komisi XI DPR RI Mukhamad Misbakhun menyebut PDI Perjuangan bersikap mencla mencle soal kebijakan kenaikan pajak pertambahan nilai PPN menjadi persen yang akan berlaku pada Januari DPR PDIP PPNPersen,ketua komisi XI DPR RI mukhamad misbakhun sebut PDI juang sikap mencla mencle soal kebijakan naik pajak tambah nilai PPN jadi persen yang akan pelaksanaan pada januari DPR PDIP ppnpersen,positive,0.878812961930345
12584,2024-12-22T02:40:00.000Z,Anggota Komisi XI DPR RI Wihadi Wiyanto menegaskan wacana kenaikan PPN persen merupakan keputusan Undang Undang UU Tahun tentang Harmonisasi Peraturan Perpajakan HPP Payung hukum itu merupakan produk Legislatif periode dan diinisiasi oleh partai,anggota komisi XI DPR RI wihadi wiyanto tegas wacana naik PPN persen rupa keputusan undang undang UU tahun tentang harmonisasi pengaturan paja HPP payung hukum itu rupa produk legislatif periode dan inisiasi oleh partai,positive,0.934562444523244
12590,2024-12-21T17:57:25.000Z,Wanita binal loe yang ngebuzer waktu prabowo kampanye loe gk lihat UU rilleksasi pajak artinya jika daya beli masyarakat rendah prabowo bisa menurun atau tidak menaikan PPN kebijakan itu harus sejalan dengan kondisi ekonomi sekarang kebijakan itu ada di pemerintah,wanita binal lo yang ngebuzer waktu prabowo kampanye lo tidak lihat UU rilleksasi pajak arti jika daya beli masyarakat rendah prabowo dapat turun atau tidak naik PPN kebijakan itu harus jalan dengan kondisi ekonomi sekarang kebijakan itu ada di pemerintah,negative,-0.978484916082797
12607,2024-12-21T10:17:50.000Z,Kau punya data hasil voting partai mana yg mendukung kenaikan pajak saat pembahasan hingga pengesahan uud tentang pajak ini? Siapa kau singgung nama PDIP? Dasar jalang saat PDIP berbicara reformasi kau masih belum tau apa tali Jangan sok opini nya kamu pahlawan kesiangan,kau punya data hasil voting partai mana yang dukungan naik pajak saat bahas hingga pengesahan uud tentang pajak ini ? siapa kau singgung nama PDIP ? dasar jalang saat PDIP bicara reformasi kau masih belum tau apa tali jangan sok opini nya kamu pahlawan siang,positive,0.12904418456807262
12685,2024-12-18T09:29:43.000Z,Narapidana UU ITE kini bisa bernafas lega Kebijakan amnesti menunjukkan perhatian terhadap revisi undang undang yang dianggap sering melukai kebebasan berpendapat,narapidana UU ITE kini dapat nafas lega kebijakan amnesti tunjuk perhati hadap revisi undang undang yang anggap sering luka bebas dapat,negative,-0.6369499429264263
12720,2024-12-16T14:04:39.000Z,ya kan itu batas minimal dan maksimal untuk kebijakan kenaikan pajak di RI Siapapun presidennya akan tetap naik mas even anies pun gabisa batalin tuh undang undang karena undang undang dibuat oleh legislative yaitu dpr ri yg dipilih rakyat juga Wkwk gini aja masa gapaham,ya kan itu batas minimal dan maksimal untuk kebijakan naik pajak di RI siapa presiden akan tetap naik mas even anies pun enggak bisa batalin tuh undang undang karena undang undang buat oleh legislative yaitu dpr ri yang pilih rakyat juga wkwk begini saja masa gapaham,negative,-0.9690378234957119
12723,2024-12-16T12:54:45.000Z,Peringatan ini disampaikan dalam kunjungan kerja reses Tim Komisi II DPR RI di Palembang Sumatera Selatan,ingat ini sampai dalam kunjung kerja reses tim komisi II DPR RI di palembang sumatera selatan,positive,0.9363855238614585
12791,2024-12-12T06:46:25.000Z,TVR DPR RI RUU PPRT Proritas Prolegnas,TVR DPR RI RUU PPRT proritas prolegnas,neutral,0.0
12809,2024-12-10T13:58:46.000Z,Segenap Pimpinan Dewan Energi Nasional Yth Mohon Definisi Energi Nasional Definisi UU no ttg Energi ditegakkan segera agar dapat kita amalkan untuk i RUU Perkoperasian global PlanningProcesses ii RPP Kebijakan Energi Nasional,segenap kepemimpinan dewan energi nasional yth mohon definisi energi nasional definisi UU no tentang energi tegak segera agar dapat kita amal untuk i RUU koperasi global planningprocesses ii RPP kebijakan energi nasional,positive,0.976714817834941
12833,2024-12-09T14:51:38.000Z,Lapas Sibolga Ikuti Kegiatan Kunjungan Kerja Reses Komisi XIII DPR RI,lapas sibolga ikut giat kunjung kerja reses komisi XII DPR RI,positive,0.515992754694415
12850,2024-12-09T05:13:35.000Z,Gerak News Jakarta Ketua Badan Anggaran Banggar DPR RI Said Abdullah menyatakan kebijakan pajak pertambahan nilai PPN persen bertujuan untuk menjaga pertumbuhan ekonomi yang berkelanjutan GerakNews PPN ppn semuaorang FOURTHxBMMF,gerak news jakarta ketua badan anggaran banggar DPR RI said abdullah nyata kebijakan pajak tambah nilai PPN persen tuju untuk jaga tumbuh ekonomi yang lanjut geraknews PPN ppn semuaorang fourthxbmmf,positive,0.9587529739185884
12863,2024-12-07T12:14:48.000Z,Kegiatan Kunjungan Kerja Reses yang dihadiri oleh anggota Komisi IV DPR RI tersebut dimulai dengan peninjauan fasilitas utama dan penunjang seperti dermaga dan unit cold storage yang ada di PPN Merauke Selanjutnya tim Kunjungan Kerja Reses melihat secara langsung kegiatan,giat kunjung kerja reses yang hadir oleh anggota komisi IV DPR RI sebut mulai dengan tinjau fasilitas utama dan tunjang seperti dermaga dan unit cold storage yang ada di PPN merauke lanjut tim kunjung kerja reses lihat cara langsung giat,positive,0.9152773258948753
12884,2024-12-06T00:39:15.000Z,Anggota Komisi VI dari Fraksi PDI Perjuangan Rieke Diah Pitaloka meminta rencana kenaikan PPN persen dibatalkan Hal tersebut ia sampaikan pada Rapat Paripurna DPR RI di Gedung DPR MPR DPD RI Senayan Jakarta Kamis riekediahpitaloka ppn prmn,anggota komisi VI dari partai PDI juang rieke diah pitaloka minta rencana naik PPN persen batal hal sebut ia sampai pada rapat paripurna DPR RI di gedung DPR MPR DPD RI senayan jakarta kamis riekediahpitaloka ppn prmn,positive,0.36803684698770117
12893,2024-12-05T07:59:28.000Z,Ya tugas lw lah oneng sbg wakil rakyat di senayan lah yang nolak rakyat berkoar² juga ga akan digubris Btw oneng nih setelah pilpres makin rajin aja buat konten yg menentang kebijakan pemerintahan dl hilang bak ditelan bumi,ya tugas jika lah oneng bagai wakil rakyat di senayan lah yang nolak rakyat berkoar² juga tidak akan gubris btw oneng ini telah pilpres makin rajin saja buat konten yang tentang kebijakan pemerintah dulu hilang bak tel bumi,negative,-0.9242514195202328
12909,2024-12-04T08:50:27.000Z,antarkementerian lembaga sehingga ketersediaan data tunggal sebagai alat dalam merancang kebijakan pemerintah sangatlah penting ungkap Ketua Badan Legislasi Baleg DPR RI Bob Hasan dalam membuka Focus Group Discussion FGD antara BPS dengan Baleg DPR RI CintaData,antarkementerian lembaga sehingga sedia data tunggal bagai alat dalam rancangan kebijakan pemerintah sangat penting ungkap ketua badan legislasi baleg DPR RI bob hasan dalam buka focus group discussion FGD antara BPS dengan baleg DPR RI cintadata,positive,0.9758566625132653
12914,2024-12-03T06:21:00.000Z,Wan Fayhsal mahu bantuan banjir libatkan wakil rakyat,wan fayhsal mahu bantu banjir libat wakil rakyat,positive,0.5267415375673765
12924,2024-12-03T16:10:51.000Z,South Korea s National Assembly has passed a resolution to lift the martial law,south korea si national assembly has passed a resolution tetapi lift the martial law,neutral,0.0
12928,2024-12-03T14:48:32.000Z,Kok pada nyalahin jokowi ? Yg buat undang undang yg mengawasi jalannya pemerintahan DPR Kalau mau menyalahkan atau memaki hujat itu anggota DPR Makhluk ga ada guna,kok pada salah jokowi ? yang buat undang undang yang awas jalan pemerintah DPR jika mau salah atau maki hujat itu anggota DPR makhluk tidak ada penggunaan,negative,-0.9878245467549996
12953,2024-11-30T02:13:37.000Z,Ketua DPR RI Puan Maharani menyambut baik kebijakan pemerintah yang akan menaikkan gaji guru PeningkatanKesejahteraanGuru PendidikanBerkualitas GuruIndonesia KesejahteraanGuru DukungGuru PahlawanTanpaTandaJasa ASN GuruHonorer HariGuru IndonesiaMaju Viral Fyp,ketua DPR RI puan maharani sambut baik kebijakan pemerintah yang akan naik gaji guru peningkatankesejahteraanguru pendidikanberkualitas guruindonesia kesejahteraanguru dukungguru pahlawantanpatandajasa ASN guruhonorer hariguru indonesiamaju viral fyp,positive,0.500658985448833
12984,2025-11-14T09:43:17.000Z,Ketua DPR RI Menanggapi Soal Putusan MKD Perihal Kesetjenan DPR RI Untuk Memotong Anggaran Reses Anggota DPR Dari Titik Menjadi Titik Ya karena titiknya berkurang ya harusnya akan ada pengurangan anggaran,ketua DPR RI tanggap soal keputusan MKD perihal kesetjenan DPR RI untuk potong anggaran reses anggota DPR dari titik jadi titik ya karena titik kurang ya harus akan ada kurang anggaran,negative,-0.9825422930192735
12994,2025-11-14T06:27:39.000Z,Seorang politisi berbicara tentang Helsinki dgn narasi yg menyedihkan Posisi sbg DPR RI tdk membuat dia sadar akan tugasnya yaitu menyuarakan aspirasi rakyat tak terkecuali Daerah Dia lupa Helsinki itu di tulis dengan Tinta Darah!!!,orang politis bicara tentang helsinki dengan narasi yang sedih posisi bagai DPR RI tidak buat dia sadar akan tugas yaitu suara aspirasi rakyat tak kecuali daerah dia lupa helsinki itu di tulis dengan tinta darah ! !,negative,-0.9360155960960833
13032,2025-11-11T14:24:58.000Z,Hai SahabatBahari Selasa November Badan Mutu KKP Mataram melakukan Penyambutan Tim Kunjungan Kerja RUU Pangan Komisi IV DPR RI ke Provinsi Nusa Tenggara Barat di Bandara Zainuddin Abdul Madjid BPPMHKP,hai sahabatbahari selasa november badan mutu KKP mataram pelaksanaan sambut tim kunjung kerja RUU pangan komisi IV DPR RI ke provinsi nusa tenggara barat di bandara zainuddin abdul madjid BPPMHKP,positive,0.9511568072159491
13057,2025-11-10T15:20:53.000Z,gue nggak bodoh bodoh amat gue deserve punya presiden dan wakil presiden yang pinter yang bisa bikin kebijakan sbg solusi dari AKAR masalah gue deserve punya menteri yang kompeten wakil rakyat yang berpihak sama gue kita nih salah apa sih sebagai masyarakat,saya tidak bodoh bodoh banget saya deserve punya presiden dan wakil presiden yang pintar yang dapat bikin kebijakan bagai solusi dari AKAR masalah saya deserve punya menteri yang kompeten wakil rakyat yang pihak sama saya kita ini salah apa sih bagai masyarakat,negative,-0.9896981434186203
13138,2025-11-05T04:02:54.000Z,Gpp lah boss DANA RESES DPRRI aja uang APBN UANG RAKYAT JUGA MANFAAT RESES APA ??? hanya mendengarkan aspirasi rakyat lalu dicatat lalu catatan nya di buang !!! DANA RESES DPR BAGUSNYA BUAT BAYAR UTANG HITUNG BANTU RAKYAT LAH KAN WAKIL RAKYAT !!!,enggak apa - apa lah bos DANA RESES DPRRI saja uang APBN UANG RAKYAT JUGA MANFAAT RESES APA ? ? hanya dengar aspirasi rakyat lalu catat lalu catat nya di buang ! ! DANA RESES DPR BAGUS BUAT BAYAR UTANG HITUNG BANTU RAKYAT LAH KAN WAKIL RAKYAT ! !,negative,-0.5767014156657324
13174,2025-11-02T16:04:00.000Z,Sabtu November pukul WIB bertempat di Hotel Grand El Hajj Cipondoh telah dilaksanakan kegiatan Konsolidasi dan Reses Prof Dr H Sufmi Dasco Ahmad Wakil Ketua DPR RI yang diselenggarakan oleh DPC Partai Gerindra Kota Tangerang JagaJakarta polriuntukmasyarakat,sabtu november pukul WIB tempat di hotel grand el hajj cipondoh telah laksana giat konsolidasi dan reses prof dari h sufmi dasco ahmad wakil ketua DPR RI yang penyelenggaraan oleh DPC partai gerindra kota tangerang jagajakarta polriuntukmasyarakat,negative,-0.9000703207408192
13190,2025-11-01T03:36:57.000Z,Ia menilai kebijakan pensiun seumur hidup untuk anggota DPR tidak adil apalagi jika dibandingkan dengan nasib rakyat biasa yang harus kerja seumur hidup tanpa jaminan sejenis,ia nilai kebijakan pensiun umur hidup untuk anggota DPR tidak adil apalagi jika banding dengan nasib rakyat biasa yang harus kerja umur hidup tanpa jamin jenis,positive,0.8764413787374203
