no,timestamp,teks,teks_processed,compound_score,sentiment,confidence_level,ground_truth,notes
4317,2017-12-20T04:24:47.000Z,Ginilah prof klo RUU terus tdk rampung akan jd kekakcauan di masyarakat di mana dewan perwakilan rakyat DPR yg menyuarakan mewakili rakyat jika RUU ZINA DAN LGBT tdk kunjung rampung karna zina dan lgbt sangat meresah kan lingkungan masyarakat,gin prof kalo RUU terus tidak rampung akan jadi kekakcauan di masyarakat di mana dewan wakil rakyat DPR yang suara wakil rakyat jika RUU ZINA DAN LGBT tidak kunjung rampung karena zina dan lgbt sangat resah kan lingkung masyarakat,-0.9744649320752315,negative,very_confident,negative,kritik kepada DPR karena RUU tidak selesai-selesai
4924,2017-10-25T05:00:29.000Z,paripurna Siti Marsifah banten sya mngucapkn trimkasih atas pngesahan RUU ini kpd komisi DPR RI,paripurna siti marsifah banten saya mngucapkn trimkasih atas pngesahan RUU ini kepada komisi DPR RI,-0.0599281035291435,negative,ambiguous,positive,apresiasi terhadap DPR atas pengesahan RUU
8233,2017-01-27T06:56:35.000Z,Reses Anggota DPR RI Krisna Mukti Hotel Ciwareng Inn Kota Purwakarta resestahunan,reses anggota DPR RI krisna mukti hotel ciwareng inn kota purwakarta resestahunan,-0.0798297691111313,negative,ambiguous,neutral,informasi kegiatan
5857,2017-07-31T04:21:45.000Z,Reses itu turun ke dapil bukan ngendap nulis buku jd anggota dpr kok gak profesional,reses itu turun ke dapil bukan ngendap tulis buku jadi anggota dpr kok enggak profesional,-0.0798297691111313,negative,ambiguous,negative,kritik terhadap profesionalitas anggota DPR
5062,2017-10-23T09:35:26.000Z,fraksi DPR RI tidak setuju perppu ormas disahkan menjadi undang undang MHI,fraksi DPR RI tidak tuju perppu ormas sah jadi undang undang MHI,-0.5020176692139925,negative,very_confident,neutral,informasi pernyataan
12197,2021-12-15T08:53:43.000Z,LAGI DAN LAGI SUNGGUH MIRIS NASIBMU FARMASIS Pada November aksi mahasiswa farmasi yang bertajuk Farmasi Hampir Mati mendapat tanggapan dari Anggota Komisi IX DPR RI Kurniasih Mufidayati Insyaallah mudah mudahan RUU ini bisa masuk ke Prolegnas Prioritas,LAGI DAN LAGI SUNGGUH MIRIS NASIB FARMASIS pada november aksi mahasiswa farmasi yang tajuk farmasi hampir mati dapat tanggap dari anggota komisi IX DPR RI kurniasih mufidayati insyaallah mudah mudah RUU ini bisa masuk ke prolegnas prioritas,-0.162191283574505,negative,moderate,neutral,informasi pernyataan
12729,2024-12-16T05:46:08.000Z,Elpisina Anggota DPR RI Fraksi PKB Dapil Jambi melakukan agenda Reses dengan berdiskusi bersama Masyarakat di Daerah Pemilihannya Reses FraksiPKB,elpisina anggota DPR RI fraksi PKB dapil jambi laku agenda reses dengan diskus sama masyarakat di daerah pilih reses fraksipkb,-0.197375320224904,negative,moderate,neutral,informasi kegiatan
3664,2016-05-17T06:56:41.000Z,Di Paripurna RUU Penghapusan Kekerasan Seksual Didesak Jadi Prioritas Beberapa anggota DPR mengajukan inter,di paripurna RUU hapus keras seksual desak jadi prioritas beberapa anggota DPR aju inter,-0.0798297691111313,negative,ambiguous,neutral,informasi RUU
3896,2016-05-08T04:50:14.000Z,Anggota Komisi V DPR RI Syarif Abdullah Alkadrie Lakukan Reses ke Kabupaten Kapuas Hulu,anggota komisi v DPR RI syarif abdullah alkadrie laku reses ke kabupaten kapuas hulu,-0.0798297691111313,negative,ambiguous,neutral,informasi kegiatan
9170,2018-11-18T06:49:05.000Z,Ratna mengatakan RUU PKS ini sudah menjadi RUU inisiatif DPR sejak Februari Namun sampai saat ini tidak ada perkembangan yang berarti,ratna kata RUU PKS ini sudah jadi RUU inisiatif DPR sejak februari namun sampai saat ini tidak ada kembang yang arti,-0.5071289876459073,negative,very_confident,negative,kritik terhadap lambatnya pembahasan RUU oleh DPR
12525,2024-12-23T11:59:13.000Z,Rancangan Undang Undang diajukan oleh Penyelenggara Negara Rakyat melalui wakilnya bisa tidak setuju Ketika wakil rakyat setuju maka rancangan tersebut menjadi Undang Undang yang resmi alias sah Ini pentingnya memilih wakil rakyat yang mewakili,rancang undang undang aju oleh selenggara negara rakyat lalu wakil bisa tidak tuju ketika wakil rakyat tuju maka rancang sebut jadi undang undang yang resmi alias sah ini penting pilih wakil rakyat yang wakil,-0.4688313783412537,negative,confident,negative,implisit mengkritik kondisi sekarang
8309,2017-01-24T07:14:38.000Z,Bab Larangan dalam RUU Larangan Minol Belum Capai Titik Temu,bab larang dalam RUU larang mol belum capai titik temu,-0.6001191244683822,negative,very_confident,negative,mengkritisi tentang RUU
1467,2016-09-21T07:50:03.000Z,Anggota DPR Dorong RUU Otsus Plus Direvisi Warta Ekonomi,anggota DPR dorong RUU otsus plus revisi warta ekonomi,-0.1062639561379024,negative,ambiguous,neutral,informasi pernyataan
5273,2017-10-01T01:27:22.000Z,Hanya begini doang yang bisa dilakukan yg katanya wakil rakyat ??? miris,hanya begini doang yang bisa laku yang kata wakil rakyat ? ? miris,-0.1845283661215829,negative,moderate,negative,kritik terhadap kinerja DPR
4730,2017-11-13T00:34:58.000Z,Ini reses anggota DPR RI partai Bergerak terus,ini reses anggota DPR RI partai gerak terus,-0.235495749538498,negative,moderate,neutral,informasi kegiatan
7416,2017-04-06T04:39:38.000Z,Pengesahan Komisioner KPU Bawaslu Anggota DPR Tidak Hadir,kesah komisioner KPU bawaslu anggota DPR tidak hadir,-0.4462436102487796,negative,confident,negative,kritik terhadap kehadiran anggota DPR
6240,2017-07-11T13:13:33.000Z,Ya wakil rakyat dong bikin UNDANG YG BNR PRO RAKYAT RUU PEMILU SAJA DITUNDA TRUS DPR YG SEKARANG TDK BCUS BIKIN UNDANG,ya wakil rakyat dong bikin UNDANG YANG BENAR PRO RAKYAT RUU MILU SAJA TUNDA TERUS DPR YANG SEKARANG TIDAK BCUS BIKIN UNDANG,-0.2729050805631327,negative,moderate,negative,kritik terhadap kualitas undang-undang DPR
8988,2018-12-03T07:21:58.000Z,Menjelang akhir tahun anggota DPR banyak yang tidak hadir dalam rapat paripurna,jelang akhir tahun anggota DPR banyak yang tidak hadir dalam rapat paripurna,-0.5205856986245496,negative,very_confident,negative,kritik terhadap kehadiran anggota DPR
10103,2018-09-03T10:50:54.000Z,Antaranews Nasional Anggota DPR sebut Bawaslu loloskan caleg mantan koruptor ikuti undang undang,antaranews nasional anggota DPR sebut bawaslu lolos caleg mantan koruptor ikut undang undang,-0.1194272985343858,negative,ambiguous,neutral,berita
6783,2017-05-30T06:51:44.000Z,Tolak Fahri Pimpin Rapat Paripurna Fraksi PKS Pilih Keluar DPR,tolak fahri pimpin rapat paripurna fraksi PKS pilih keluar DPR,-0.1115340285852551,negative,ambiguous,neutral,informasi
8894,2018-12-06T11:56:10.000Z,KPK mengusulkan agar anggota DPR tidak digaji jika tidak selesai selesai bahas Rancangan Undang Undang Setujukah Anda?,KPK usul agar anggota DPR tidak gaji jika tidak selesai selesai bahas rancang undang undang tuju anda ?,-0.2208461354257136,negative,moderate,neutral,pertanyaan dan polling tanpa opini langsung
1757,2016-08-28T13:52:19.000Z,metro news Penyerangan Gereja Jadi Masukan Pansus RUU Anti Terorisme Anggota Komisi III DPR RI Trimedya be,metro news serang gereja jadi masuk pansus RUU anti terorisme anggota komisi II DPR RI trimedya be,-0.1062639561379024,negative,ambiguous,neutral,berita
1932,2016-08-16T09:09:59.000Z,dijajah lewat undang undang rokok yg disahkan wakil rakyat indutri rokok rakyat bangkrut n mati pelan,jajah lewat undang undang rokok yang sah wakil rakyat indutri rokok rakyat bangkrut n mati pelan,-0.0599281035291435,negative,ambiguous,negative,kritik terhadap DPR terkait kebijakan UU rokok
2498,2016-07-16T14:03:00.000Z,Korupsi Jk mmg anggota DPR Pro ke rakyat maka mrk hrs meyiapkan RUU utk menghukum dan menjerat pelaku korupsi Bila mrk mmg tdk ada niat di,korupsi jika memang anggota DPR pro ke rakyat maka mereka harus meyiapkan RUU untuk hukum dan jerat laku korupsi bila mereka memang tidak ada niat di,-0.0570807419645304,negative,ambiguous,negative,penulis menggunakan kalimat pengandaian yg menyiratkan keraguan terhadap keberpihakan DPR kepada rakyat
12741,2024-12-15T00:46:05.000Z,Menurut saya klu anggota DPR nya masih itu aja sepertinta negara ini tidak akan bergerak maju bu Orng wakil rakyatnta yg duduk dikursi yg dimuliakan malah sekongkol buat morotin kekayaan negara RUU permpasan aset koruptor saja DPR banyak yg tiidak sepakat,turut saya kalau anggota DPR nya masih itu saja tinta negara ini tidak akan gerak maju bu orang wakil rakyatnta yang duduk kursi yang mulia malah sekongkol buat morotin kaya negara RUU permpasan aset koruptor saja DPR banyak yang tiidak sepakat,-0.0709914884132585,negative,ambiguous,negative,kritik terhadap kinerja dan integritas DPR
4270,2017-12-23T06:23:45.000Z,ANGGOTA DPR RI KASRIYAH RESES KE PASER via,ANGGOTA DPR RI KASRIYAH RESES KE PASER via,-0.3452140341355209,negative,confident,neutral,informasi kegiatan
7181,2017-04-27T04:15:34.000Z,Anggota DPR Tidak Hadiri Paripurna Bahas RUU Indonesia,anggota DPR tidak hadir paripurna bahas RUU indonesia,-0.7810275833073346,negative,very_confident,negative,kritik terhadap kehadiran anggota DPR
926,2016-10-25T07:18:19.000Z,Pansus RUU Wasantara Pertimbangkan Masukan Lemhanas beritanegara,pansus RUU wasantara timbang masuk lemhanas beritanegara,-0.235495749538498,negative,moderate,neutral,informasi
7312,2017-04-11T13:00:38.000Z,anggota DPR tidak hadiri sidang paripurna pengesahan anggota BPK Informasi terkini,anggota DPR tidak hadir sidang paripurna kesah anggota BPK informasi kini,-0.664036770267849,negative,very_confident,negative,kritik terhadap kehadiran anggota DPR
11191,2020-12-29T04:00:43.000Z,Setjen dan BK DPR Gali Masukan RUU Provinsi Kalbar,setjen dan BK DPR gali masuk RUU provinsi kalbar,-0.235495749538498,negative,moderate,neutral,informasi kegiatan
11535,2020-11-30T11:08:48.000Z,Pembantaian memang keji tapi bukan berarti pembahasan TNI tangani terorisme mengesampingkan payung hukum dan undang undang yg belum selesai dibahas dong Jangan gegabah lah dalam mengambil keputusan,bantai memang keji tapi bukan arti bahas TNI tangan terorisme samping payung hukum dan undang undang yang belum selesai bahas dong jangan gegabah lah dalam ambil putus,-0.4179260037301258,negative,confident,neutral,opini prosedural
10517,2018-07-25T07:40:19.000Z,Aggota DPR DPRD itu adalah wakil rakyat bukan pemimpin rakyat Jadi sgl tindakannya hrs berdasarkan aspirasi rakyat yg memilihnya jgn Asbun,aggota DPR DPRD itu adalah wakil rakyat bukan pimpin rakyat jadi sgl tindak harus dasar aspirasi rakyat yang pilih jangan asbun,-0.3274773948087053,negative,confident,negative,"ada teguran atau kritik, ""bukan pimpin rakyat"" dan ""harus dasar aspirasi rakyat"""
9090,2018-11-24T07:38:36.000Z,Anggota dewan makin kurang ajar Parpol harus tanggungjawab Banyak RUU Mangkrang Dinilai karena Kemalasan Anggota DPR VIVA,anggota dewan makin kurang ajar parpol harus tanggungjawab banyak RUU mangkrang nilai karena malas anggota DPR VIVA,-0.0941646356904464,negative,ambiguous,negative,kritik terhadap kinerja DPR (RUU mangkrak)
1092,2016-10-18T06:36:48.000Z,Ruhut Berhenti Jadi Anggota DPR Usai Reses,ruhut henti jadi anggota DPR usai reses,-0.0599281035291435,negative,ambiguous,neutral,informasi jabatan
8536,2018-12-30T22:46:31.000Z,Inilah Wakil Rakyat yang tidak mewakili aspirasi rakyat dan sudah jadi idiot Bencana pun dijadikan bahan lawakan sama dia,ini wakil rakyat yang tidak wakil aspirasi rakyat dan sudah jadi idiot bencana pun jadi bahan lawa sama dia,-0.2137931834380544,negative,moderate,negative,kritik terhadap perilaku wakil rakyat
11764,2021-12-26T00:27:24.000Z,KOMISIONER KPK diseleksi Tim Independen harus lolos fit and proper test yang dilakukan oleh DPR RI RUU tentang KPK dibahas harus disetujui DPR RI Salahnya Presiden apa? Cuma di masa SBY Ketua KPK korban rekayasa kejahatan yang hanya mungkin dilakukan oleh penguasa!,KOMISIONER KPK seleksi tim independen harus lolos fit and proper test yang laku oleh DPR RI RUU tentang KPK bahas harus tuju DPR RI salah presiden apa ? cuma di masa SURABAYA ketua KPK korban rekayasa jahat yang hanya mungkin laku oleh kuasa !,-0.1103487983293982,negative,ambiguous,neutral,informasi pembahasan RUU
4325,2017-12-19T16:21:37.000Z,Dewan Perwakilan Rakyat AS akan Adakan Voting untuk RUU Pajak dari Republik DuniaIndonesia,dewan wakil rakyat AS akan adakan voting untuk RUU pajak dari republik duniaindonesia,-0.235495749538498,negative,moderate,neutral,tidak berfokus pada DPR RI
9472,2018-10-25T13:42:07.000Z,lha sampean kan wakil rakyat di dpr ketika ada kebijakan seperti itu tindakan apa yang sudah anda lakukan??kira yang SONTOLOYO siapa??nanya saya orang bodoh,lah sampean kan wakil rakyat di dpr ketika ada bijak seperti itu tindak apa yang sudah anda laku ? ? kira yang SONTOLOYO siapa ? ? nanya saya orang bodoh,-0.1306770212847166,negative,ambiguous,negative,kritik langsung terhadap wakil rakyat
5757,2017-08-14T08:50:59.000Z,Rangkuman aktifitas anggota Fraksi PKS DPR RI di masa reses XI,rangkum aktifitas anggota fraksi PKS DPR RI di masa reses XI,-0.235495749538498,negative,moderate,neutral,informasi
6739,2017-05-31T04:24:50.000Z,Temui Petani Tembakau Anggota DPR Ini Janji Kawal Penyelesaian RUU Pertembakauan KerenTanpaRokok,temu tani tembakau anggota DPR ini janji kawal selesai RUU tembakau kerentanparokok,-0.0532828229009679,negative,ambiguous,positive,ada apresiasi kerjanya DPR
8619,2018-12-22T09:30:31.000Z,Gubernur dan wakil rakyat adalah perpanjangan tangan Pemerintah Pusat dan NKRI di daerah Untuk itu Gubernur wajib menjamin program nasional berjalan sukses dan lancar di wilayahnya bukan justru menentang kebijakan nasional dan melarang TNI Polri bertugas SeparatisPapua,gubernur dan wakil rakyat adalah panjang tangan perintah pusat dan NKRI di daerah untuk itu gubernur wajib jamin program nasional jalan sukses dan lancar di wilayah bukan justru tentang bijak nasional dan larang TNI polri tugas separatispapua,-0.5266185977409145,negative,very_confident,neutral,pernyataan umum
7770,2017-03-10T06:16:15.000Z,SN_News Anggota DPR RI Aditya Moha reses di Manado,SN_News anggota DPR RI aditya moha reses di manado,-0.235495749538498,negative,moderate,neutral,informasi kegiatan
3941,2016-05-04T16:42:57.000Z,Anggota DPR Dwi Aroem Hardiatie Reses di Taman Baca Pancawarna Bandar Lampung,anggota DPR dwi aroem hardiatie reses di taman baca pancawarna bandar lampung,-0.0599281035291435,negative,ambiguous,neutral,informasi kegiatan
1564,2016-09-10T14:40:51.000Z,Anggota DPR RUU ITE mengacu putusan MK,anggota DPR RUU ITE acu putus MAKA,-0.1586485042974989,negative,moderate,neutral,informasi
11325,2020-12-16T08:28:21.000Z,PSI bersama rakyat? Yang ada wakil rakyat pada walkout Rakyat mana? Masyarakat mana? Yang jelas PSI lagi cari panggung Soal RUU penistaan agama pake di tolak Cari panggung trus Tuch ada Panggung Hiburan Anak anak,PSI sama rakyat ? yang ada wakil rakyat pada walkout rakyat mana ? masyarakat mana ? yang jelas PSI lagi cari panggung soal RUU nista agama pakai di tolak cari panggung terus tuh ada panggung hibur anak anak,-0.266723773957908,negative,moderate,negative,tweet ini menyuarakan ketidakpercayaan
12778,2024-12-13T07:42:40.000Z,DPR RI dalam masa reses hingga Januari sehingga proses naturalisasi Tim Geypens dan Dion Markx belum bisa diselesaikan Padahal PSSI wajib menyerahkan pendaftaran pemain maksimal sebulan jelang Piala Asia U dimulai,DPR RI dalam masa reses hingga januari sehingga proses naturalisasi tim geypens dan dion markx belum bisa selesai padahal PSSI wajib serah daftar main maksimal bulan jelang piala asia LU mulai,-0.3186841391701352,negative,confident,neutral,kalimat ini hanya menjelaskan keadaan 
6328,2017-07-05T14:15:39.000Z,Ukuran sukses pemberantasan korupsi adalah jika korupsinya habis bukan korupsinya bertambah banyak AngketKPK,ukur sukses berantas korupsi adalah jika korupsi habis bukan korupsi tambah banyak angketkpk,-0.3799489622552249,negative,confident,neutral,"memang aslinya sih tweet ini terbacanya memiliki sentimen negatif, tapi yang di bahas bukan perihal DPR ataupun RUU"
5827,2017-08-03T10:56:54.000Z,Ketua DPR Apresiasi Polri Bongkar Kejahatan Siber Internasional di Tiga Wilayah,ketua DPR apresiasi polri bongkar jahat siber internasional di tiga wilayah,-0.2729050805631327,negative,moderate,neutral,informasi
13100,2025-11-07T05:59:10.000Z,Menyadarkan bahaya rokok melalui data ilmiah seperti dari WHO sangat krusial untuk kebijakan publik Kematian juta per tahun bukan angka remeh dan regulasi ketat bisa selamatkan jutaan nyawa Semoga diskusi dengan DPR_RI membawa perubahan positif untuk kesehatan bangsa,sadar bahaya rokok lalu data ilmiah seperti dari WHO sangat krusial untuk bijak publik mati juta per tahun bukan angka remeh dan regulasi ketat bisa selamat juta nyawa moga diskusi dengan DPR_RI bawa ubah positif untuk sehat bangsa,-0.5551461296916071,negative,very_confident,positive,dukungan terhadap proses komunikasi dengan lembaga
10920,2019-12-23T12:03:13.000Z,H Lodewijk Pilih Kabupaten Pesawaran Reses DPR RI Perdana,h lodewijk pilih kabupaten sawar reses DPR RI perdana,-0.1586485042974989,negative,moderate,neutral,informasi kegiatan
1571,2016-09-10T12:24:31.000Z,Anggota DPR RUU ITE mengacu putusan MK Style Manado,anggota DPR RUU ITE acu putus MAKA style manado,-0.1062639561379024,negative,ambiguous,neutral,informasi
6705,2017-06-03T02:53:58.000Z,POLEMIKAntiTerorisme Pansus RUU Teroris Pendekatan dr fraksi kan berbeda termasuk ttg keterlibatan TNI,polemikantiterorisme pansus RUU teroris dekat dari fraksi kan beda masuk tentang libat TNI,-0.1062639561379024,negative,ambiguous,neutral,kalimat ini hanya melaporkan sebuah situasi yang terjadi di dalam Panitia khusus DPR
4743,2017-11-10T15:15:39.000Z,Memang tidak mudah mengambil kebijakan yg bijaksana semua pendapat pastinya sdh dikemukan oleh masing pihak kami rakyat hanyalah menunggu kebijakan yg sebaik mungkin dan kami yakin pihak pemerintah akan memberikan solusi yg terbaik kami dukung kalian wahai pengemban amanah,memang tidak mudah ambil bijak yang bijaksana semua dapat pasti sudah kemu oleh masing pihak kami rakyat hanya tunggu bijak yang baik mungkin dan kami yakin pihak perintah akan beri solusi yang baik kami dukung kalian wahai emban amanah,-0.433936990462502,negative,confident,neutral,"sebenarnya tweetnya positif, namun yang di mention pada tweet adalah kebijakan pemerintah bukan DPR"
12168,2021-12-16T02:12:52.000Z,Sayang RUU TPKS batal dibahas bang Cuma bisa berharap Perppu penghapusan kekerasan seksual,sayang RUU TPKS batal bahas bang cuma bisa harap perppu hapus keras seksual,-0.1877462058682854,negative,moderate,negative,rasa kecewa atau penyesalan terhadap keputusan DPR RI
2132,2016-08-09T06:52:55.000Z,Jgn setiap menteri baru buat kebijakan baru Soal tawuran anak sklh bkn krn pulang cpt lambat tp itu krn mentalny jelek,jangan tiap menteri baru buat bijak baru soal tawur anak sekolah bukan karena pulang cepat lambat tapi itu karena mentalny jelek,-0.5594278338412255,negative,very_confident,neutral,tidak membahas DPR
1982,2016-08-15T21:03:28.000Z,TribunNews Anggota DPR RI Malas Sosialisasikan Kebijakan Tax Amnesty berita,tribunnews anggota DPR RI malas sosialisasi bijak tax amnesty berita,-0.1586485042974989,negative,moderate,negative,kritik terhadap DPR yang dianggap malas
878,2016-10-26T05:27:43.000Z,Syarifuddin Suding RUU Pemilu Akan Digiring ke Pemilu Sistem Proporsional Tertutup Setiap fraksi di DPR mel,syarifuddin suding RUU milu akan giring ke milu sistem proporsional tutup tiap fraksi di DPR mel,-0.235495749538498,negative,moderate,neutral,informasi
11949,2021-12-18T17:12:21.000Z,Di tunjuk sebagai wakil rakyat koq malah gak mendengar aspirasi rakyat sakit akut negriku,di tunjuk bagai wakil rakyat kok malah enggak dengar aspirasi rakyat sakit akut negriku,-0.2101548378834749,negative,moderate,negative,kritik terhadap DPR yang tidak mendengar aspirasi
7839,2017-03-02T07:21:44.000Z,Salut buat anggota dewan YTH walau masa reses tetap mau dtg hari ini ke gedung DPR tapi koq giliran sidang paripurna kursi ada yg kosong?,salut buat anggota dewan YTH walau masa reses tetap mau datang hari ini ke gedung DPR tapi kok gilir sidang paripurna kursi ada yang kosong ?,-0.069487832825284,negative,ambiguous,negative,kritik terhadap kehadiran DPR saat sidang
11650,2021-12-30T23:25:12.000Z,RUU kekerasan seksual yg menolak DPR RUU perampasan aset koruptor yg menolak DPR Saat masalah muncul akibat tidak adanya payung hukum itu yg salah pemerintah,RUU keras seksual yang tolak DPR RUU ampas aset koruptor yang tolak DPR saat masalah muncul akibat tidak ada payung hukum itu yang salah perintah,-0.6462828945276019,negative,very_confident,negative,kritik terhadap DPR terkait penolakan RUU
6017,2017-07-20T17:30:47.000Z,RUU Pemilu disahkan DPR RI Presidentsial treashold bisa ditau mi Presiden terpilih di Pilpres Yang ngeri kalau aklamasi,RUU milu sah DPR RI presidentsial treashold bisa tau mi presiden pilih di pilpres yang ngeri kalau aklamasi,-0.139092447878458,negative,ambiguous,neutral,informasi
4791,2017-11-04T08:40:32.000Z,Reses ke Lamteuba Anggota DPR RI dari Fraksi NasDem Santuni Anak Yatim,reses ke lamteuba anggota DPR RI dari fraksi nasdem santun anak yatim,-0.0532828229009679,negative,ambiguous,neutral,informasi kegiatan
8931,2018-12-05T07:38:20.000Z,Pak jgn hnya mngkritik pmerntah aja bgmana anggota DPR yg tdk hadir dlm rapat paripurna tsb pd kemana dr anggota dewan yg tdk hadir ! Pdhal pd rapat tsb mmbahas RUU ttg Larangan mnuman bralkohol prtembakauan Yg blm terselesaikn Apa pd sibuk nyaleg ??,pak jangan hanya mngkritik pmerntah saja bagaimana anggota DPR yang tidak hadir dalam rapat paripurna sebut pada mana dari anggota dewan yang tidak hadir ! padahal pada rapat sebut mmbahas RUU tentang larang mnuman bralkohol prtembakauan yang belum terselesaikn apa pada sibuk nyaleg ? ?,-0.7920667435383388,negative,very_confident,negative,kritik terhadap ketidakhadiran anggota DPR
11609,2020-11-26T08:54:07.000Z,BREAKING Jika Badan Musyawarah dan Pimpinan menyepakati RUU PKS saya pastikan tahun depan akan bisa kami selesaikan Bukan hanya perjuangan kawan kawan semua anggota DPR juga tentu tidak ingin ada yang jadi korban kekerasan seksual lagi,BREAKING jika badan musyawarah dan pimpin pakat RUU PKS saya pasti tahun depan akan bisa kami selesai bukan hanya juang kawan kawan semua anggota DPR juga tentu tidak ingin ada yang jadi korban keras seksual lagi,-0.6670363132216381,negative,very_confident,neutral,menyampaikan kutipan pernyataan
5483,2017-09-10T08:30:22.000Z,Bekukan saja yang Jarang Bahkan tidak pernah Mewakili Aspirasi Rakyat,beku saja yang jarang bahkan tidak pernah wakil aspirasi rakyat,-0.3799489622552249,negative,confident,negative,kritik terhadap wakil rakyat yang tidak aspiratif
13188,2025-11-01T05:46:53.000Z,Wakil Ketua Komisi X DPR RI Agustina Wilujeng menyuarakan kekhawatiran besar mengenai dampak penghapusan tenaga honorer Non ASN Kebijakan ini dinilai berpotensi menyebabkan pengurangan drastis jumlah guru di berbagai daerah,wakil ketua komisi KALI DPR RI agustina wilujeng suara khawatir besar kena dampak hapus tenaga honorer non ASN bijak ini nilai potensi sebab kurang drastis jumlah guru di bagai daerah,-0.0824788714470762,negative,ambiguous,neutral,informasi
9457,2018-10-26T05:17:37.000Z,PGI mengganggap bahwa sekolah Minggu dan Katekisasi merupakan bagian dari ibadah dan tidak perlu diatur dlm UU pemerintah Ikut beri suara yuk dengan klik dan isi pada kolom yg tersedia,PAGI mengganggap bahwa sekolah minggu dan katekisasi rupa bagi dari ibadah dan tidak perlu atur dalam UU perintah ikut beri suara yuk dengan klik dan isi pada kolom yang sedia,-0.7897508534570687,negative,very_confident,neutral,tidak ada konteks jelas yg berhubungan dengan DPR
11208,2020-12-28T02:49:58.000Z,Bukan berprasangka Tapi fakta Sebagai anggota Dpr komisi jelas itu bukan wilayahnya banyak draf RUU yg yg tak kunjung jadi UU akibat ga mau kerjakan saat kasus RS dia menyatakan lihat lihat sendiri fakta dia ngarang cerita Itu dari sekian keebodohanya,bukan prasangka tapi fakta bagai anggota dpr komisi jelas itu bukan wilayah banyak draf RUU yang yang tak kunjung jadi UU akibat enggak mau kerja saat kasus RS dia nyata lihat lihat sendiri fakta dia arang cerita itu dari sekian keebodohanya,-0.7458022897553381,negative,very_confident,negative,kritik terhadap kinerja dan kompetensi DPR
6572,2017-06-13T12:55:43.000Z,Cb Bc Nasib anak yg membantu ortunya gmn? Mrka bkn robot yg bijak dong jd orang!!,coba baca nasib anak yang bantu orang tua gmn ? mereka bukan robot yang bijak dong jadi orang ! !,-0.4866031887841719,negative,confident,neutral,tidak ada konteks ke DPR
11368,2020-12-12T03:32:52.000Z,Ketika tanganmu menyoblos wakil rakyat yang salah di situlah akan menuai dosa jariyah jika wakil rakyat yang kau coblos membuat kebijakan yang menyengsarakan rakyat dan mendzolimi ulama maupun umat Ingat MENYENGSARAKAN bukan MENGSENGSENGSARAKAN rakyat,ketika tangan menyoblos wakil rakyat yang salah di situ akan tuai dosa jariyah jika wakil rakyat yang kau coblos buat bijak yang sengsara rakyat dan mendzolimi ulama maupun umat ingat SENGSARA bukan MENGSENGSENGSARAKAN rakyat,-0.0581162560656878,negative,ambiguous,negative,kritik implisit terhadap pilihan wakil rakyat
11324,2020-12-16T08:33:13.000Z,PSI bersama rakyat mana? Yg ada wakil wakil rakyat pada walkout Cari panggung tuch Bukti fakta kerakyat dan kemasayarakatnya apa? Yg ada baru baru ini menolak ruu penodaan agama,PSI sama rakyat mana ? yang ada wakil wakil rakyat pada walkout cari panggung tuh bukti fakta rakyat dan kemasayarakatnya apa ? yang ada baru baru ini tolak ruu noda agama,-0.2790639362144646,negative,moderate,negative,kritik terhadap perilaku wakil rakyat
12361,2024-12-30T15:11:56.000Z,Rieke Diah Pitaloka dianggap melanggar kode etik karena ajakan atau provokasi untuk menolak kebijakan PPN persen Bagaimana sebetulnya rambu rambu etik anggota DPR RI? Apakah yang dilakukan Rieke Diah Pitaloka termasuk melanggar etik anggota DPR RI? Talk Peneliti Senior,rieke diah pitaloka anggap langgar kode etik karena aja atau provokasi untuk tolak bijak PPN persen bagaimana betul rambu rambu etik anggota DPR RI ? apakah yang laku rieke diah pitaloka masuk langgar etik anggota DPR RI ? talk teliti senior,-0.0924624165277923,negative,ambiguous,neutral,diskusi tanpa opini langsung
4614,2017-11-22T04:30:16.000Z,Gerindra Polri Salah Fatal Hentikan Kasus Viktor Laiskodat,gerindra polri salah fatal henti kasus viktor laiskodat,-0.3334160653322461,negative,confident,neutral,tidak berfokus kepada DPR
12650,2024-12-19T12:35:17.000Z,????? Sorry sangat amat bitter dengan nih orang dan penyembahnya Yang sahkan kalian juga Si dewan yang konon wakil rakyat Entah rakyat yang mana Maaf oot please banget sahkan RUU perampasan aset Please please please Dari jaman kapan memohon,? ? sorry sangat amat bitter dengan nih orang dan sembah yang sahkan kalian juga sih dewan yang konon wakil rakyat entah rakyat yang mana maaf oot please banget sahkan RUU ampas aset please please please dari jaman kapan mohon,-0.0804921518997329,negative,ambiguous,negative,kritik terhadap DPR sebagai wakil rakyat
8610,2018-12-23T01:07:22.000Z,Bersuaralah lebih kencang lagi wahai wakil rakyat jangan kebijakan yg bodoh pemerintah hari ini ditanggung rakyat nantinya,suara lebih kencang lagi wahai wakil rakyat jangan bijak yang bodoh perintah hari ini tanggung rakyat nanti,-0.5205856986245496,negative,very_confident,negative,memberikan penilaian buruk secara langsung terhadap produk kebijakan
