no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,ignored_words,unmatched_words
1514,2016-09-15T08:20:44.000Z,Berlanjut Baleg DPR RI Bahas DIM RUU Kekarantinaan Kesehatan,berlanjut baleg DPR RI bahas DIM RUU kekarantinaan kesehatan,0.0,0.0,0.0,neutral,"['berlanjut', 'baleg', 'DPR', 'RI', 'bahas', 'DIM', 'RUU', 'kekarantinaan', 'kesehatan']","['berlanjut', 'baleg', 'DPR', 'RI', 'bahas', 'RUU', 'kesehatan']",[],"['DIM', 'kekarantinaan']"
1567,2016-09-10T12:33:07.000Z,Anggota DPR RUU ITE mengacu putusan MK Indonesia,anggota DPR RUU ITE mengacu putusan MAKA indonesia,0.0,0.0,0.0,neutral,"['anggota', 'DPR', 'RUU', 'ITE', 'mengacu', 'putusan', 'MAKA', 'indonesia']","['anggota', 'DPR', 'RUU', 'ITE', 'putusan', 'indonesia']",[],"['mengacu', 'MAKA']"
1569,2016-09-10T12:32:44.000Z,Anggota DPR RUU ITE mengacu putusan MK politik,anggota DPR RUU ITE mengacu putusan MAKA politik,-0.4,-0.1,0.5477225575051662,negative,"['anggota', 'DPR', 'RUU', 'ITE', 'mengacu', 'putusan', 'MAKA', 'politik']","['anggota', 'DPR', 'RUU', 'ITE', 'putusan', 'politik']",[],"['mengacu', 'MAKA']"
1587,2016-09-09T00:15:54.000Z,Hari Hari Sepi Rapat Paripurna DPR Berlanjut,hari hari sepi rapat paripurna DPR berlanjut,-2.0,-0.5,0.0,negative,"['hari', 'hari', 'sepi', 'rapat', 'paripurna', 'DPR', 'berlanjut']","['hari', 'hari', 'sepi', 'rapat', 'paripurna', 'DPR', 'berlanjut']",[],[]
1759,2016-08-28T11:02:53.000Z,Baleg DPR RI Undang PP IPPAT Bahas Persiapan Pengesahan RUU PPAT,baleg DPR RI undang PP IPPAT bahas persiapan pengesahan RUU PPAT,0.8,0.2,0.4472135954999579,positive,"['baleg', 'DPR', 'RI', 'undang', 'PP', 'IPPAT', 'bahas', 'persiapan', 'pengesahan', 'RUU', 'PPAT']","['baleg', 'DPR', 'RI', 'undang', 'PP', 'bahas', 'persiapan', 'pengesahan', 'RUU']",[],"['IPPAT', 'PPAT']"
1765,2016-08-27T13:44:06.000Z,Menyambut HUTDPR pada Agustus juga akan diadakan Rapat Paripurna DPR RI dengan agenda tunggal laporan kinerja DPR RI HUTDPR,menyambut HUTDPR pada agustus juga akan diadakan rapat paripurna DPR RI dengan agenda tunggal laporan kinerja DPR RI HUTDPR,0.6,0.15,0.5477225575051662,positive,"['menyambut', 'HUTDPR', 'pada', 'agustus', 'juga', 'akan', 'diadakan', 'rapat', 'paripurna', 'DPR', 'RI', 'dengan', 'agenda', 'tunggal', 'laporan', 'kinerja', 'DPR', 'RI', 'HUTDPR']","['menyambut', 'HUTDPR', 'agustus', 'diadakan', 'rapat', 'paripurna', 'DPR', 'RI', 'agenda', 'laporan', 'kinerja', 'DPR', 'RI', 'HUTDPR']",['pada'],"['juga', 'akan', 'dengan', 'tunggal']"
1819,2016-08-24T13:26:15.000Z,Itu undang undang bung bukan peraturan perusahaan Pembuatan UU butuh anggota dpr komisi hukum dan makan wkt lama,itu undang undang bung bukan peraturan perusahaan pembuatan UU butuh anggota dpr komisi hukum dan makan waktu lama,0.0,0.0,0.0,neutral,"['itu', 'undang', 'undang', 'bung', 'bukan', 'peraturan', 'perusahaan', 'pembuatan', 'UU', 'butuh', 'anggota', 'dpr', 'komisi', 'hukum', 'dan', 'makan', 'waktu', 'lama']","['undang', 'undang', 'peraturan', 'perusahaan', 'UU', 'butuh', 'anggota', 'dpr', 'komisi', 'hukum', 'makan', 'waktu', 'lama']","['itu', 'bukan']","['bung', 'pembuatan', 'dan']"
1820,2016-08-23T16:03:02.000Z,Populer Aturan Cuti Petahana Sebaiknya Opsional,populer aturan cuti petahana sebaiknya opsional,0.0,0.0,0.0,neutral,"['populer', 'aturan', 'cuti', 'petahana', 'sebaiknya', 'opsional']","['populer', 'aturan', 'cuti', 'petahana']",[],"['sebaiknya', 'opsional']"
1861,2016-08-23T12:13:12.000Z,News Ketua DPR Tak Ingin Komisi III Buru buru dalam Membahas RUU KUHP Komisi III DPR RI menggelar acar TU,news ketua DPR tak ingin komisi II buru buru dalam membahas RUU KUHP komisi II DPR RI menggelar acar ITU,0.0,0.0,0.0,neutral,"['news', 'ketua', 'DPR', 'tak', 'ingin', 'komisi', 'II', 'buru', 'buru', 'dalam', 'membahas', 'RUU', 'KUHP', 'komisi', 'II', 'DPR', 'RI', 'menggelar', 'acar', 'ITU']","['ketua', 'DPR', 'komisi', 'II', 'buru', 'buru', 'dalam', 'membahas', 'RUU', 'KUHP', 'komisi', 'II', 'DPR', 'RI', 'menggelar']",['ITU'],"['news', 'tak', 'ingin', 'acar']"
1866,2016-08-23T04:32:36.000Z,Dr Agus Hermanto bersama pimpinan DPR RI menghadiri Rapat Paripurna Masa Persidangan I TS,dari agus hermanto bersama pimpinan DPR RI menghadiri rapat paripurna masa persidangan i TS,0.0,0.0,0.0,neutral,"['dari', 'agus', 'hermanto', 'bersama', 'pimpinan', 'DPR', 'RI', 'menghadiri', 'rapat', 'paripurna', 'masa', 'persidangan', 'i', 'TS']","['bersama', 'pimpinan', 'DPR', 'RI', 'menghadiri', 'rapat', 'paripurna', 'masa', 'persidangan', 'i']",['dari'],"['agus', 'hermanto', 'TS']"
1898,2016-08-19T15:57:02.000Z,JKTJanken vs Winner Aurel,jktjanken vs winner aurel,0.0,0.0,0.0,neutral,"['jktjanken', 'vs', 'winner', 'aurel']",[],[],"['jktjanken', 'vs', 'winner', 'aurel']"
1903,2016-08-18T14:46:18.000Z,Wakil rakyat perlu elak politikkan RUU,wakil rakyat perlu elak politikkan RUU,-1.2,-0.3,0.8366600265340756,negative,"['wakil', 'rakyat', 'perlu', 'elak', 'politikkan', 'RUU']","['wakil', 'rakyat', 'perlu', 'elak', 'RUU']",[],['politikkan']
1935,2016-08-16T08:41:53.000Z,Pidato presiden Republik Indonesia tentang RUU APBN pada sidang paripurna DPR RI DPD RI tgl Agustus,pidato presiden republik indonesia tentang RUU APBN pada sidang paripurna DPR RI DPD RI tanggal agustus,0.0,0.0,0.0,neutral,"['pidato', 'presiden', 'republik', 'indonesia', 'tentang', 'RUU', 'APBN', 'pada', 'sidang', 'paripurna', 'DPR', 'RI', 'DPD', 'RI', 'tanggal', 'agustus']","['pidato', 'presiden', 'republik', 'indonesia', 'tentang', 'RUU', 'APBN', 'sidang', 'paripurna', 'DPR', 'RI', 'DPD', 'RI', 'tanggal', 'agustus']",['pada'],[]
1941,2016-08-16T08:02:05.000Z,Demikian beberap poin penting pidato Ketua DPR Ade Komarudin dalam Rapat Paripurna DPR RI mengenai RUU APBN ParipurnaDPR,demikian beberap poin penting pidato ketua DPR adek komarudin dalam rapat paripurna DPR RI mengenai RUU APBN paripurnadpr,0.0,0.0,0.0,neutral,"['demikian', 'beberap', 'poin', 'penting', 'pidato', 'ketua', 'DPR', 'adek', 'komarudin', 'dalam', 'rapat', 'paripurna', 'DPR', 'RI', 'mengenai', 'RUU', 'APBN', 'paripurnadpr']","['poin', 'penting', 'pidato', 'ketua', 'DPR', 'adek', 'dalam', 'rapat', 'paripurna', 'DPR', 'RI', 'RUU', 'APBN', 'paripurnadpr']",[],"['demikian', 'beberap', 'komarudin', 'mengenai']"
2079,2016-08-10T06:08:28.000Z,Anggota DPR Kebijakan Full Day School BelumTepat,anggota DPR kebijakan full day school belumtepat,-1.0,-0.25,0.7071067811865476,negative,"['anggota', 'DPR', 'kebijakan', 'full', 'day', 'school', 'belumtepat']","['anggota', 'DPR', 'kebijakan', 'belumtepat']",[],"['full', 'day', 'school']"
2086,2016-08-10T01:05:04.000Z,Anggota DPR Usulan RUU Kamnas Belum Tepat,anggota DPR usulan RUU kamnas belum tepat,-1.2,-0.3,0.447213595499958,negative,"['anggota', 'DPR', 'usulan', 'RUU', 'kamnas', 'belum', 'tepat']","['anggota', 'DPR', 'usulan', 'RUU', 'tepat']",[],"['kamnas', 'belum']"
2162,2016-08-06T19:11:16.000Z,Rapat paripurna komisi dpr,rapat paripurna komisi dpr,0.0,0.0,0.0,neutral,"['rapat', 'paripurna', 'komisi', 'dpr']","['rapat', 'paripurna', 'komisi', 'dpr']",[],[]
2251,2016-07-28T17:25:49.000Z,Tribun Ketua Komisi V Fary Djemi Luncurkan Buku Pengalaman saat Reses etua Komisi V DPR RI Fary Djemi NewsToday,tribun ketua komisi v fary djemi luncurkan buku pengalaman saat reses etua komisi v DPR RI fary djemi newstoday,0.8,0.2,0.447213595499958,positive,"['tribun', 'ketua', 'komisi', 'v', 'fary', 'djemi', 'luncurkan', 'buku', 'pengalaman', 'saat', 'reses', 'etua', 'komisi', 'v', 'DPR', 'RI', 'fary', 'djemi', 'newstoday']","['tribun', 'ketua', 'komisi', 'v', 'luncurkan', 'pengalaman', 'reses', 'komisi', 'v', 'DPR', 'RI']",[],"['fary', 'djemi', 'buku', 'saat', 'etua', 'fary', 'djemi', 'newstoday']"
2288,2016-07-27T17:17:12.000Z,Fraksi Setuju RUU Pertembakauan Diparipurnakan via republika,fraksi setuju RUU pertembakauan diparipurnakan via republika,0.2,0.05,0.447213595499958,positive,"['fraksi', 'setuju', 'RUU', 'pertembakauan', 'diparipurnakan', 'via', 'republika']","['fraksi', 'setuju', 'RUU', 'pertembakauan', 'diparipurnakan']",[],"['via', 'republika']"
2328,2016-07-26T17:38:32.000Z,NEWS Anggota DPR Sebut RUU Tembakau untuk Melindungi Petani GaleriBerita,NEWS anggota DPR sebut RUU tembakau untuk melindungi petani galeriberita,0.8,0.2,0.447213595499958,positive,"['NEWS', 'anggota', 'DPR', 'sebut', 'RUU', 'tembakau', 'untuk', 'melindungi', 'petani', 'galeriberita']","['anggota', 'DPR', 'RUU', 'tembakau', 'melindungi', 'petani']",[],"['NEWS', 'sebut', 'untuk', 'galeriberita']"
2351,2016-07-26T05:28:42.000Z,Gubernur dan Plt Sekda Tidak Hadiri Rapat Paripurna Wakil Rakyat Kepulauan Riau Kepri,gubernur dan plt sekda tidak hadiri rapat paripurna wakil rakyat kepulauan riau kepri,0.0,0.0,0.0,neutral,"['gubernur', 'dan', 'plt', 'sekda', 'tidak', 'hadiri', 'rapat', 'paripurna', 'wakil', 'rakyat', 'kepulauan', 'riau', 'kepri']","['gubernur', 'hadiri', 'rapat', 'paripurna', 'wakil', 'rakyat', 'riau']",['tidak'],"['dan', 'plt', 'sekda', 'kepulauan', 'kepri']"
2391,2016-07-22T11:30:57.000Z,tahun RUU PRT diabaikan wakil rakyat via,tahun RUU PRT diabaikan wakil rakyat via,-2.0,-0.5,1.224744871391589,negative,"['tahun', 'RUU', 'PRT', 'diabaikan', 'wakil', 'rakyat', 'via']","['tahun', 'RUU', 'diabaikan', 'wakil', 'rakyat']",[],"['PRT', 'via']"
2398,2016-07-22T07:04:46.000Z,RUU Pertanggungjawaban APBN Disetujui DPR Untuk Dilanjutkan ke Tingkat Undang Undang beritanegara,RUU pertanggungjawaban APBN disetujui DPR untuk dilanjutkan ke tingkat undang undang beritanegara,0.4,0.1,0.5477225575051662,positive,"['RUU', 'pertanggungjawaban', 'APBN', 'disetujui', 'DPR', 'untuk', 'dilanjutkan', 'ke', 'tingkat', 'undang', 'undang', 'beritanegara']","['RUU', 'pertanggungjawaban', 'APBN', 'disetujui', 'DPR', 'dilanjutkan', 'tingkat', 'undang', 'undang']",[],"['untuk', 'ke', 'beritanegara']"
2403,2016-07-21T14:53:03.000Z,Kenapa mata jadi buta telinga jadi tuli bila anggota DPR bahas RUU Tembakau yg memuat racun nikotin perusak kesehatan otak dan paru insan?,kenapa mata jadi buta telinga jadi tuli bila anggota DPR bahas RUU tembakau yang memuat racun nikotin perusak kesehatan otak dan paru insan ?,-2.8,-0.7,0.4472135954999578,negative,"['kenapa', 'mata', 'jadi', 'buta', 'telinga', 'jadi', 'tuli', 'bila', 'anggota', 'DPR', 'bahas', 'RUU', 'tembakau', 'yang', 'memuat', 'racun', 'nikotin', 'perusak', 'kesehatan', 'otak', 'dan', 'paru', 'insan', '?']","['mata', 'jadi', 'buta', 'jadi', 'tuli', 'anggota', 'DPR', 'bahas', 'RUU', 'tembakau', 'memuat', 'racun', 'perusak', 'kesehatan', 'otak']",['yang'],"['kenapa', 'telinga', 'bila', 'nikotin', 'dan', 'paru', 'insan', '?']"
2472,2016-07-19T03:29:08.000Z,Undang Undang Pertembakauan Tekankan Pengendalian Impor,undang undang pertembakauan tekankan pengendalian impor,0.0,0.0,0.0,neutral,"['undang', 'undang', 'pertembakauan', 'tekankan', 'pengendalian', 'impor']","['undang', 'undang', 'pertembakauan', 'pengendalian', 'impor']",[],['tekankan']
2547,2016-07-02T08:15:49.000Z,JAKARTA Anggota Komisi IX DPR RI Ahmad Zainuddin menyambut baik kebijakan Badan Penyelenggara Jaminan Sosia,JAKARTA anggota komisi IX DPR RI ahmad zainuddin menyambut baik kebijakan badan penyelenggara jaminan sosia,1.0,0.25,0.0,positive,"['JAKARTA', 'anggota', 'komisi', 'IX', 'DPR', 'RI', 'ahmad', 'zainuddin', 'menyambut', 'baik', 'kebijakan', 'badan', 'penyelenggara', 'jaminan', 'sosia']","['JAKARTA', 'anggota', 'komisi', 'IX', 'DPR', 'RI', 'menyambut', 'baik', 'kebijakan', 'badan', 'penyelenggara', 'jaminan']",[],"['ahmad', 'zainuddin', 'sosia']"
2566,2016-06-29T07:45:15.000Z,RUU tentang Penyandang Disabilitas yg merupakan revisi dari UU Nomor Tahun kini telah disahkan menjadi Undang Undang oleh,RUU tentang penyandang disabilitas yang merupakan revisi dari UU nomor tahun kini telah disahkan menjadi undang undang oleh,1.2,0.3,0.8366600265340756,positive,"['RUU', 'tentang', 'penyandang', 'disabilitas', 'yang', 'merupakan', 'revisi', 'dari', 'UU', 'nomor', 'tahun', 'kini', 'telah', 'disahkan', 'menjadi', 'undang', 'undang', 'oleh']","['RUU', 'tentang', 'penyandang', 'disabilitas', 'revisi', 'UU', 'tahun', 'kini', 'disahkan', 'undang', 'undang']","['yang', 'dari', 'oleh']","['merupakan', 'nomor', 'telah', 'menjadi']"
2646,2016-06-27T16:19:02.000Z,RUU Tax Amnesty Melangkah ke Paripurna DPR RI,RUU tax amnesty melangkah ke paripurna DPR RI,0.8,0.2,0.447213595499958,positive,"['RUU', 'tax', 'amnesty', 'melangkah', 'ke', 'paripurna', 'DPR', 'RI']","['RUU', 'tax', 'amnesty', 'paripurna', 'DPR', 'RI']",[],"['melangkah', 'ke']"
2660,2016-06-27T14:05:35.000Z,Hari ini Komisi XI DPR_RI melakukan persetujuan tingkat I atas RUU Pengampunan Pajak Semua fraksi setuju diteruskan ke Paripurna DPR,hari ini komisi XI DPR_RI melakukan persetujuan tingkat i atas RUU pengampunan pajak semua fraksi setuju diteruskan ke paripurna DPR,0.2,0.05,0.447213595499958,positive,"['hari', 'ini', 'komisi', 'XI', 'DPR_RI', 'melakukan', 'persetujuan', 'tingkat', 'i', 'atas', 'RUU', 'pengampunan', 'pajak', 'semua', 'fraksi', 'setuju', 'diteruskan', 'ke', 'paripurna', 'DPR']","['hari', 'komisi', 'XI', 'DPR_RI', 'persetujuan', 'tingkat', 'i', 'atas', 'RUU', 'pengampunan', 'pajak', 'semua', 'fraksi', 'setuju', 'diteruskan', 'paripurna', 'DPR']",[],"['ini', 'melakukan', 'ke']"
2663,2016-06-27T13:01:17.000Z,Rapat Paripurna Diwarnai Bangku Kosong Anggota Dewan,rapat paripurna diwarnai bangku kosong anggota dewan,-2.8,-0.7,0.4472135954999578,negative,"['rapat', 'paripurna', 'diwarnai', 'bangku', 'kosong', 'anggota', 'dewan']","['rapat', 'paripurna', 'kosong', 'anggota', 'dewan']",[],"['diwarnai', 'bangku']"
2708,2016-06-27T03:08:44.000Z,Anggota DPR Impor Daging Sapi Kebijakan Sia Sia,anggota DPR impor daging sapi kebijakan sia sia,-1.8,-0.45,0.4472135954999579,negative,"['anggota', 'DPR', 'impor', 'daging', 'sapi', 'kebijakan', 'sia', 'sia']","['anggota', 'DPR', 'impor', 'sapi', 'kebijakan', 'sia', 'sia']",[],['daging']
2729,2016-06-26T11:21:02.000Z,Pengamat spt Ronny Bako apakah ada niat baik dgn mengulur ulur taxamnesty ?,pengamat seperti ronny bako apakah ada niat baik dengan mengulur ulur taxamnesty ?,-1.8,-0.45,0.447213595499958,negative,"['pengamat', 'seperti', 'ronny', 'bako', 'apakah', 'ada', 'niat', 'baik', 'dengan', 'mengulur', 'ulur', 'taxamnesty', '?']","['pengamat', 'seperti', 'ada', 'baik', 'mengulur', 'taxamnesty']",[],"['ronny', 'bako', 'apakah', 'niat', 'dengan', 'ulur', '?']"
2731,2016-06-26T09:24:48.000Z,Tata tertib DPR Pasal Ayat jelas menyebutkan bahwa rapat rapat DPR harus dilaksanakan di gedung DPR,tata tertib DPR pasal ayat jelas menyebutkan bahwa rapat rapat DPR harus dilaksanakan di gedung DPR,0.0,0.0,0.0,neutral,"['tata', 'tertib', 'DPR', 'pasal', 'ayat', 'jelas', 'menyebutkan', 'bahwa', 'rapat', 'rapat', 'DPR', 'harus', 'dilaksanakan', 'di', 'gedung', 'DPR']","['tata', 'tertib', 'DPR', 'pasal', 'ayat', 'jelas', 'rapat', 'rapat', 'DPR', 'dilaksanakan', 'gedung', 'DPR']",['harus'],"['menyebutkan', 'bahwa', 'di']"
2751,2016-06-23T04:04:46.000Z,Rapat Paripurna DPRD Kab Wonogiri,rapat paripurna DPRD kab wonogiri,0.0,0.0,0.0,neutral,"['rapat', 'paripurna', 'DPRD', 'kab', 'wonogiri']","['rapat', 'paripurna', 'DPRD', 'kab']",[],['wonogiri']
2796,2016-06-20T14:22:37.000Z,Panja RUU Kebudayaan Himpun Masukan ke NTB,panja RUU kebudayaan himpun masukan ke NTB,0.2,0.05,0.8366600265340756,positive,"['panja', 'RUU', 'kebudayaan', 'himpun', 'masukan', 'ke', 'NTB']","['panja', 'RUU', 'kebudayaan', 'himpun', 'masukan']",[],"['ke', 'NTB']"
2813,2016-06-20T06:16:06.000Z,RUU Kebudayaan Diharap Bisa Lestarikan Kearifan Lokal Republika Online,RUU kebudayaan diharap bisa lestarikan kearifan lokal republika online,1.0,0.25,0.0,positive,"['RUU', 'kebudayaan', 'diharap', 'bisa', 'lestarikan', 'kearifan', 'lokal', 'republika', 'online']","['RUU', 'kebudayaan', 'diharap', 'lestarikan', 'lokal']",[],"['bisa', 'kearifan', 'republika', 'online']"
2814,2016-06-20T05:53:11.000Z,UMKM dapat tarif tebusan khusus di RUU Tax Amnesty,UMKM dapat tarif tebusan khusus di RUU tax amnesty,0.6,0.15,0.5477225575051662,positive,"['UMKM', 'dapat', 'tarif', 'tebusan', 'khusus', 'di', 'RUU', 'tax', 'amnesty']","['UMKM', 'dapat', 'tarif', 'tebusan', 'RUU', 'tax', 'amnesty']",[],"['khusus', 'di']"
2829,2016-06-20T04:54:55.000Z,Wakil Rakyat Tak Hadir di Paripurna DPR Bahas Calon Kapolri DPR menggelar rapat paripurna deng Detikcom,wakil rakyat tak hadir di paripurna DPR bahas calon kapolri DPR menggelar rapat paripurna deng detikcom,-2.8,-0.7,0.4472135954999578,negative,"['wakil', 'rakyat', 'tak', 'hadir', 'di', 'paripurna', 'DPR', 'bahas', 'calon', 'kapolri', 'DPR', 'menggelar', 'rapat', 'paripurna', 'deng', 'detikcom']","['wakil', 'rakyat', 'hadir', 'paripurna', 'DPR', 'bahas', 'calon', 'DPR', 'menggelar', 'rapat', 'paripurna']",[],"['tak', 'di', 'kapolri', 'deng', 'detikcom']"
2842,2016-06-20T03:19:13.000Z,DPR RI Impor Daging Kebijakan Sia Sia,DPR RI impor daging kebijakan sia sia,-1.6,-0.4,0.8944271909999159,negative,"['DPR', 'RI', 'impor', 'daging', 'kebijakan', 'sia', 'sia']","['DPR', 'RI', 'impor', 'kebijakan', 'sia', 'sia']",[],['daging']
2843,2016-06-20T02:41:15.000Z,Ruang Rapat Paripurna DPR RI,ruang rapat paripurna DPR RI,0.0,0.0,0.0,neutral,"['ruang', 'rapat', 'paripurna', 'DPR', 'RI']","['ruang', 'rapat', 'paripurna', 'DPR', 'RI']",[],[]
2848,2016-06-19T16:45:20.000Z,RUU pengampunan perampok TolakTAXAmnesty TolakTAXAmnesty,RUU pengampunan perampok tolaktaxamnesty tolaktaxamnesty,-3.0,-0.75,0.0,negative,"['RUU', 'pengampunan', 'perampok', 'tolaktaxamnesty', 'tolaktaxamnesty']","['RUU', 'pengampunan', 'perampok', 'tolaktaxamnesty', 'tolaktaxamnesty']",[],[]
2909,2016-06-15T08:40:20.000Z,RUU Arsitek Bakal Atur Mengenai Jenjang Pendidikan,RUU arsitek bakal atur mengenai jenjang pendidikan,0.0,0.0,0.0,neutral,"['RUU', 'arsitek', 'bakal', 'atur', 'mengenai', 'jenjang', 'pendidikan']","['RUU', 'atur', 'pendidikan']",[],"['arsitek', 'bakal', 'mengenai', 'jenjang']"
2947,2016-06-13T21:27:29.000Z,Lancar Pak hingga pelantikan Selamat Pak BG,lancar pak hingga pelantikan selamat pak BANG,0.0,0.0,0.0,neutral,"['lancar', 'pak', 'hingga', 'pelantikan', 'selamat', 'pak', 'BANG']","['lancar', 'pak', 'pelantikan', 'selamat', 'pak', 'BANG']",[],['hingga']
2948,2016-06-13T21:21:33.000Z,Selamat Pak BG lancar hingga pelantikan,selamat pak BANG lancar hingga pelantikan,0.0,0.0,0.0,neutral,"['selamat', 'pak', 'BANG', 'lancar', 'hingga', 'pelantikan']","['selamat', 'pak', 'BANG', 'lancar', 'pelantikan']",[],['hingga']
3078,2016-06-07T06:25:19.000Z,Ketua Fraksi PPP DPR RI Reni Marlinawati mengharapkan pembahasan RUU tentang Perlindungan Kejahatan Seks dip,ketua fraksi PP DPR RI reni marlinawati mengharapkan pembahasan RUU tentang perlindungan kejahatan seks dip,1.0,0.25,0.0,positive,"['ketua', 'fraksi', 'PP', 'DPR', 'RI', 'reni', 'marlinawati', 'mengharapkan', 'pembahasan', 'RUU', 'tentang', 'perlindungan', 'kejahatan', 'seks', 'dip']","['ketua', 'fraksi', 'PP', 'DPR', 'RI', 'mengharapkan', 'pembahasan', 'RUU', 'tentang', 'perlindungan', 'kejahatan']",[],"['reni', 'marlinawati', 'seks', 'dip']"
3136,2016-06-03T08:25:58.000Z,Baleg dan Menkes Bahas RUU Kekarantinaan Kesehatan,baleg dan menkes bahas RUU kekarantinaan kesehatan,0.0,0.0,0.0,neutral,"['baleg', 'dan', 'menkes', 'bahas', 'RUU', 'kekarantinaan', 'kesehatan']","['baleg', 'bahas', 'RUU', 'kesehatan']",[],"['dan', 'menkes', 'kekarantinaan']"
3137,2016-06-03T08:24:36.000Z,Kebijakan Pemerintah Terkait Harga Daging Sapi Matikan Peternak,kebijakan pemerintah terkait harga daging sapi matikan peternak,-1.2,-0.3,1.0954451150103324,negative,"['kebijakan', 'pemerintah', 'terkait', 'harga', 'daging', 'sapi', 'matikan', 'peternak']","['kebijakan', 'pemerintah', 'terkait', 'harga', 'sapi']",[],"['daging', 'matikan', 'peternak']"
3191,2016-06-02T06:33:30.000Z,Diskusi Publik Fraksi Partai Gerindra DPR RI Urgensi RUU Karantina at Gedung Nusantara I Lt DPR RI,diskusi publik fraksi partai gerindra DPR RI urgensi RUU karantina at gedung nusantara i lantai DPR RI,0.8,0.2,0.447213595499958,positive,"['diskusi', 'publik', 'fraksi', 'partai', 'gerindra', 'DPR', 'RI', 'urgensi', 'RUU', 'karantina', 'at', 'gedung', 'nusantara', 'i', 'lantai', 'DPR', 'RI']","['diskusi', 'publik', 'fraksi', 'partai', 'gerindra', 'DPR', 'RI', 'RUU', 'karantina', 'gedung', 'nusantara', 'i', 'DPR', 'RI']",[],"['urgensi', 'at', 'lantai']"
3214,2016-06-02T05:43:33.000Z,Selamat atas pengesahan perubahan kedua UU No ttg Perppu UNo ttg Pemilihan Gubernur Bupati Walikota jadi UU ParipurnaLive,selamat atas pengesahan perubahan kedua UU no tentang perppu uno tentang pemilihan gubernur bupati walikota jadi UU paripurnalive,1.4,0.35,0.5477225575051661,positive,"['selamat', 'atas', 'pengesahan', 'perubahan', 'kedua', 'UU', 'no', 'tentang', 'perppu', 'uno', 'tentang', 'pemilihan', 'gubernur', 'bupati', 'walikota', 'jadi', 'UU', 'paripurnalive']","['selamat', 'atas', 'pengesahan', 'perubahan', 'kedua', 'UU', 'tentang', 'perppu', 'tentang', 'pemilihan', 'gubernur', 'bupati', 'walikota', 'jadi', 'UU', 'paripurnalive']",[],"['no', 'uno']"
3297,2016-05-31T10:57:26.000Z,DPR Tegaskan RUU Pertembakauan Lindungi Petani,DPR tegaskan RUU pertembakauan lindungi petani,0.6,0.15,0.5477225575051662,positive,"['DPR', 'tegaskan', 'RUU', 'pertembakauan', 'lindungi', 'petani']","['DPR', 'RUU', 'pertembakauan', 'lindungi', 'petani']",[],['tegaskan']
3308,2016-05-31T04:24:57.000Z,LANGSUNG di Periscope Para Tokoh OIC Youth ICMI AIDA FPI ICJR sampaikan masukan terkait Revisi RUU Pemberant,LANGSUNG di periscope para tokoh OIC youth ICMI AIDA FPI ICJR sampaikan masukan terkait revisi RUU pemberant,0.8,0.2,0.447213595499958,positive,"['LANGSUNG', 'di', 'periscope', 'para', 'tokoh', 'OIC', 'youth', 'ICMI', 'AIDA', 'FPI', 'ICJR', 'sampaikan', 'masukan', 'terkait', 'revisi', 'RUU', 'pemberant']","['LANGSUNG', 'para', 'tokoh', 'sampaikan', 'masukan', 'terkait', 'revisi', 'RUU']",[],"['di', 'periscope', 'OIC', 'youth', 'ICMI', 'AIDA', 'FPI', 'ICJR', 'pemberant']"
