no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category
11625,2020-11-25T17:01:09.000Z,DPR RI Gila RUU HIP Masih Diagendakan,DPR RI banget RUU HIP masih agenda,-3.0,-0.75,0.0,negative
11646,2020-11-25T05:31:26.000Z,Apa hak MUI mempermasalahkan tentang hal itu kebijakan ada di presiden tentu atas persetujuan anggot DPR RI,apa hak MUI masalah tentang hal itu kebijakan ada di presiden tentu atas tuju anggot DPR RI,-0.2,-0.05,0.44721359549995804,negative
11654,2021-12-30T16:10:11.000Z,Gak penting banget bahas itu?? Itu RUU perampasan asset koruptor kenapa gak disetujui !!! Ngapain lah kau Bang?? Sesekali Berguna lah kau sebagai orang penting di NKRI ini??,tidak penting banget bahas itu ? ? itu RUU ampas asset koruptor kenapa tidak tuju ! ! kapai lah kau bang ? ? sekal penggunaan lah kau bagai orang penting di NKRI ini ? ?,-2.8,-0.7,0.44721359549995787,negative
11663,2021-12-30T11:32:12.000Z,Takut hidupnya melarat pantesan nolak RUU,takut hidup melarat pantesan nolak RUU,-2.8,-0.7,0.44721359549995787,negative
11677,2021-12-30T03:37:28.000Z,Kegiatan Reses Perorangan Anggota Komisi VIII DPR RI Dapil Sumut H M Husni S E M M melakukan kunjungan silaturahmi audiensi menampung aspirasi dengan Kepala Dinas Sosial Dinsos Rudi Tambunan dan Bapak Rismar Silaban Dinsos Deli Serdang Sumatra Utara,giat reses orang anggota komisi VII DPR RI dapil sumut h sama husni si e sama sama pelaksanaan kunjung silaturahmi audiensi tampung aspirasi dengan kepala dinas sosial dinsos rudi tambun dan bapak rismar silaban dinsos deli serdang sumatra utara,0.8,0.2,0.44721359549995804,positive
11717,2021-12-28T12:22:55.000Z,Mudahan RUU ini segera jdi UU Sudah banyak sekali terjadi pencurian dan penjualan data pribadi tetapi belum ada sanksi yg tegas untuk kasus ini,mudah RUU ini segera jadi UU sudah banyak sekali jadi curi dan jual data pribadi tetapi belum ada sanksi yang tegas untuk kasus ini,0.2,0.05,1.0954451150103324,positive
11755,2021-12-26T23:23:31.000Z,Anggota Komisi VIII DPR RI Dr H Jefry Romdonny M M disela Kunjungan Kerja Reses masa sidang II tahun Beliau menyerahkan bantuan Alat bantu dengar ABD Kaki Palsu Alat bantu jalan,anggota komisi VII DPR RI dari h jefry romdonny sama sama sela kunjung kerja reses masa sidang II tahun beliau serah bantu alat bantu dengar ABD kaki palsu alat bantu jalan,0.8,0.2,0.44721359549995804,positive
11758,2021-12-26T23:13:08.000Z,anggota DPR RI dari Fraksi Gerindra Dr Ir H A R Sutan Adil Hendra MM SAH kembali melakukan kunjungan kerja perorangan atau reses Masa Persidangan II tahun di daerah pemilihan tanggal hingga Desember,anggota DPR RI dari partai gerindra dari ir h a r sutan adil hendra MM SAH kembali pelaksanaan kunjung kerja orang atau reses masa sidang II tahun di daerah pilih tanggal hingga desember,0.6,0.15,0.5477225575051662,positive
11791,2021-12-24T09:06:45.000Z,Media masyarakat dan publik harus mendorong DPR RI agar segera mengesahkan RUU TPKS Rosmiati,media masyarakat dan publik harus dorong DPR RI agar segera pengesahan RUU TPKS rosmiati,0.2,0.05,1.0954451150103324,positive
11797,2021-12-24T04:00:24.000Z,Presiden Sudah Kirim Surat ke DPR RI untuk Bahas RUU Perubahan UU ITE,presiden sudah kirim surat ke DPR RI untuk bahas RUU ubah UU ITE,0.0,0.0,0.0,neutral
11812,2021-12-23T13:46:10.000Z,Hal itu disampaikan Desmond saat memimpin pertemuan Tim Kunjungan Kerja Reses Komisi III DPR RI dengan Kapolda Banten Rudy Heriyanto beserta jajaran dan Kepala Badan Narkotika Nasional BNN Banten Hendri Marpaung beserta jajaran,hal itu sampai desmond saat kepemimpinan temu tim kunjung kerja reses komisi II DPR RI dengan kapolda banten rudy heriyanto serta jajar dan kepala badan narkotika nasional BNN banten hendri marpaung serta jajar,0.0,0.0,0.0,neutral
11824,2021-12-23T04:15:00.000Z,Ketua Fraksi PDI Perjuangan DPR RI Utut Adianto menyebut ada mekanisme yang harus dilalui untuk membawa RUU TPKS ke rapat paripurna untuk diputuskan menjadi usul inisiatif DPR pdiperjuangan,ketua partai PDI juang DPR RI utut adianto sebut ada mekanisme yang harus lalu untuk bawa RUU TPKS ke rapat paripurna untuk keputusan jadi usul inisiatif DPR pdiperjuangan,0.0,0.0,0.0,neutral
11837,2021-12-22T10:51:11.000Z,Mari terus dukung perlindungan hak perempuan Desak Presiden dan segera sahkan RUU Penghapusan Kekerasan Seksual dan RUU Perlindungan Pekerja Rumah Tangga yang melindungi hak perempuan Beri dukungan dan desak keadilan untuk korban kekerasan berbasis gender,mari terus dukungan lindung hak perempuan desakan presiden dan segera sahkan RUU hapus keras seksual dan RUU lindung kerja rumah tangga yang lindung hak perempuan beri dukungan dan desakan adil untuk korban keras bas gender,0.4,0.1,1.3416407864998738,positive
11840,2021-12-22T10:07:47.000Z,Anggota Komisi IX DPR Kurniasih Mufidayati mengusulkan karantina bagi perjalanan luar negeri menjadi hingga hari Kurniasih meminta kebijakan karantina diambil dari penelitian masa inkubasi Covid,anggota komisi IX DPR kurniasih mufidayati usul karantina bagi jalan luar negeri jadi hingga hari kurniasih minta kebijakan karantina ambil dari teliti masa inkubasi covid,0.2,0.05,0.447213595499958,positive
11857,2021-12-22T03:10:33.000Z,Puan Maharani menyatakan DPR RI akan mendorong pemerintah untuk lebih memperhatikan masyarakat di pengungsian dan masa pemulihan ke depannya DPRuntukNegeri terus mendengar aspirasi rakyat,puan maharani nyata DPR RI akan dorong pemerintah untuk lebih perhati masyarakat di ungsi dan masa pulih ke depan dpruntuknegeri terus dengar aspirasi rakyat,1.0,0.25,0.0,positive
11864,2021-12-22T01:04:26.000Z,Dalam Kunjungan Reses ke Provinsi Sumatera Selatan Anggota Komisi X DPR RI Ir H Nuroji menyampaikan bahwa Sumsel sngat berpotensi pariwisatanya dikembangkan berbasis sejarah dan budaya mengingat Palembang dahulu sebagai pusat kerajaan besar Sriwijaya,dalam kunjung reses ke provinsi sumatera selatan anggota komisi kali DPR RI ir h nuroji sampai bahwa sumsel sngat potensi pariwisata kembang bas sejarah dan budaya ingat palembang dahulu bagai pusat raja besar sriwijaya,0.8,0.2,0.44721359549995804,positive
11867,2021-12-21T23:48:58.000Z,BANGSAT SAHKAN RUU PKS SEKARANG JUGA!,BANGSAT SAHKAN RUU PKS SEKARANG JUGA !,-4.0,-1.0,0.0,negative
11891,2021-12-20T23:57:08.000Z,Dalam mewujudkan visi tersebut pemerintah bersama Dewan Perwakilan Rakyat menyusun membahas rancangan undang undang yg kemudian menjadi Undang Undang Nomor Tahun tentang Desa UU Desa KumhamPasti bumdes membangundaridesa KemenkumhamRI,dalam perwujudan visi sebut pemerintah sama dewan wakil rakyat susun bahas rancangan undang undang yang kemudian jadi undang undang nomor tahun tentang desa UU desa kumhampasti bumdes membangundaridesa kemenkumhamri,0.8,0.2,0.44721359549995804,positive
11918,2021-12-20T05:26:41.000Z,Apa betul kalian dlm hati menolak Sehingga Tak Ada Hati Sahkan RUU TPKS ???!! Kalau takut terkena internal sendiri bgm mgkn kalian bs diharapkan Rakyat agar perjuangkan UU yg menjerat tindakan kekerasan seksual dinegeri ini,apa banget kalian dalam hati penolakan sehingga tak ada hati sahkan RUU TPKS ? ? ! ! jika takut kena internal sendiri bgm mungkin kalian dapat harap rakyat agar juang UU yang jerat tindakan keras seksual negeri ini,-2.8,-0.7,0.44721359549995787,negative
11927,2021-12-19T15:55:33.000Z,Pelaku Pemerkosaan Bocah Tahun Masih Bebas Anggota DPR RI Desak Kapolda Aceh Turun Tangan,pelaksanaan perkosa bocah tahun masih bebas anggota DPR RI desakan kapolda aceh turun tangan,0.8,0.2,0.4472135954999579,positive
11934,2021-12-19T09:45:58.000Z,Berarti yg hrs di dorong untuk membubarkan itu Presiden RI dan donk kalau pun DRR RI bisa menyetujui aspirasi rakyat yg setuju pembubaran Lembaga yg gak berguna itu tp Presiden pasti gak setuju,arti yang harus di dorong untuk bubar itu presiden RI dan dong jika pun DRR RI dapat tuju aspirasi rakyat yang tuju bubar lembaga yang tidak penggunaan itu tetapi presiden pasti tidak tuju,-0.4,-0.1,1.5165750888103102,negative
11943,2021-12-19T00:12:11.000Z,Bisa dipetakan ndak seh anggota yang menolak dan mendukung? Paling tidak masuk ke portofolio anggota dpr yang menunjukan selama dia terpilih mendukung RUU apa saja atau menentang RUU apa saja agar jadi pertanggungjawaban kpd rakyat pertimbangan pemilu kedepan,dapat peta indak sih anggota yang penolakan dan dukungan ? paling tidak masuk ke portofolio anggota dpr yang tunjuk lama dia pilih dukungan RUU apa saja atau tentang RUU apa saja agar jadi pertanggungjawaban kepada rakyat timbang pemilu depan,0.6,0.15,0.8944271909999161,positive
11998,2021-12-17T23:59:44.000Z,soal omicron Utk anggota DPR RI,soal omicron untuk anggota DPR RI,0.0,0.0,0.0,neutral
12018,2021-12-17T12:36:54.000Z,Apa yang telah saya kemukakan di atas menjadi suatu pembenaran dan alasan saya untuk mendukung pembahasan dan pengesahan RUU TPKS di sidang paripurna sehingga menurut saya tidak ada alasan untuk tidak mendukung RUU TPKS RUUTPKS,apa yang telah saya muka di atas jadi suatu benar dan alas saya untuk dukungan bahas dan pengesahan RUU TPKS di sidang paripurna sehingga turut saya tidak ada alas untuk tidak dukungan RUU TPKS RUUTPKS,1.6,0.4,0.5477225575051661,positive
12045,2021-12-17T06:47:06.000Z,Pak bu yth masih mau nunda RUU TPKS kah?,pak bu yth masih mau nunda RUU TPKS kah ?,-1.8,-0.45,0.44721359549995804,negative
12065,2021-12-17T01:21:10.000Z,Soal kedaruratan kekerasan seksual dikalahkan oleh soal teknis Korban kekerasan seksual yang bertumbangan tak mampu menyentuh hati anggota DPR Terbuat dari apa hati para wakil rakyat itu,soal darurat keras seksual kalah oleh soal teknis korban keras seksual yang tumbang tak mampu sentuh hati anggota DPR buat dari apa hati para wakil rakyat itu,-3.4,-0.85,0.5477225575051661,negative
12133,2021-12-16T06:59:18.000Z,Di saat kasus kekerasan seksual di Indonesia satu persatu terungkap justru tak punya keinginan untuk segera mengesahkan RUU TPKS yg sebetulnya sdh sangat kompromistis dibandingkan draf awal RUU PKS Kalian memalukan!,di saat kasus keras seksual di indonesia satu satu ungkap justru tak punya ingin untuk segera pengesahan RUU TPKS yang betul sudah sangat kompromistis banding draf awal RUU PKS kalian malu !,-3.8,-0.95,0.44721359549995787,negative
12142,2021-12-16T03:18:38.000Z,Dari berita ini jelas Penundaannya ada di tangan pimpinan dan Bamus PKS ngga ada dipimpinan Di Bamus juga jumlahnya kecil Tapi kalo ada berita gini yg dimaki tetap PKS Nasib loe p,dari berita ini jelas tunda ada di tangan kepemimpinan dan bamus PKS tidak ada kepemimpinan di bamus juga jumlah kecil tetapi jika ada berita begini yang maki tetap PKS nasib lo p,-0.8,-0.2,0.44721359549995804,negative
12163,2021-12-16T02:48:03.000Z,kayanya harus dari kelurga terdekat anggota dpr yg kena KS baru deh di urus kalo rakyat mah cuman bisa koar koar tnpa ada undang undang yg bisa jadi pedoman,kaya harus dari kelurga dekat anggota dpr yang kena KS baru deh di urus jika rakyat mah cuman dapat koar koar tanpa ada undang undang yang dapat jadi pedoman,-2.4,-0.6,0.5477225575051661,negative
12203,2021-12-13T21:23:25.000Z,Umat Islam Indonesia mendukung disahkannya RUU TPKS oleh RUU TPKS melindungi perempuan korban pemerkosaan kekerasan seksual Ini adalah payung hukum bagi korban Semakin ditunda makin banyak korban berjatuhan Tulisan pendek yg bagus dari Ustadz muda NU x com Ayang_Utriza s,umat islam indonesia dukungan sah RUU TPKS oleh RUU TPKS lindung perempuan korban perkosa keras seksual ini adalah payung hukum bagi korban makin tunda makin banyak korban jatuh tulis pendek yang bagus dari ustadz muda NU kali com Ayang_utriza si,1.2,0.3,0.44721359549995804,positive
12223,2021-12-14T13:36:55.000Z,Datangi Gedung DPR Kohati PB HMI Desak Pengesahan RUU PPRT,datang gedung DPR kohati PB HMI desakan pengesahan RUU PPRT,-0.8,-0.2,0.44721359549995804,negative
12249,2021-12-14T01:42:05.000Z,Mulan Kwok Mulan Jamila Wulansari with bare minimum competency in Perwakilan Aspirasi Rakyat bisa jadi anggota DPR aja udah a,mulan kwok mulan jamila wulansari with bare minimum competency ini wakil aspirasi rakyat dapat jadi anggota DPR saja sudah a,-2.4,-0.6,0.5477225575051661,negative
12264,2022-12-23T07:00:08.000Z,Pada hari Kamis DPR RI mengesahkan Rancangan Undang Undang Pengembangan dan Penguatan Sektor Keuangan RUU PSK yang berisikan peraturan baru bahwa Otoritas Jasa Keuangan OJK mendapat tugas untuk mengawasi sektor keuangan termasuk transaksi kripto,pada hari kamis DPR RI pengesahan rancangan undang undang kembang dan kuat sektor uang RUU PSK yang risi pengaturan baru bahwa otoritas jasa uang OJK dapat tugas untuk awas sektor uang masuk transaksi kripto,0.8,0.2,0.44721359549995804,positive
12283,2023-12-09T13:29:28.000Z,Kunjungan Kerja Reses Komisi XI DPR RI ke Provinsi Bali Sobat OJK Ketua Dewan Audit OJK Sophia Wattimena menyampaikan OJK akan terus berupaya mendorong akses pembiayaan kepada UMKM guna mendukung pertumbuhan ekonomi,kunjung kerja reses komisi XI DPR RI ke provinsi bal sobat OJK ketua dewan audit OJK sophia wattimena sampai OJK akan terus upaya dorong akses biaya kepada UMKM penggunaan dukungan tumbuh ekonomi,0.6,0.15,0.5477225575051662,positive
12285,2023-12-30T07:01:23.000Z,Perjuangan mendesak wakil rakyat untuk segera mengesahkan RUU Perampasan Aset Koruptor gak akan pernah berhenti Hukuman penjara jelas gak bikin koruptor jera perlu hukuman lain yang bikin mereka ketakutan yaitu dimiskinkan Tangkap koruptor! Sita aset asetnya! itu baru,juang desakan wakil rakyat untuk segera pengesahan RUU ampas aset koruptor tidak akan pernah henti hukum penjara jelas tidak bikin koruptor jera perlu hukum lain yang bikin mereka takut yaitu miskin tangkap koruptor ! sita aset aset ! itu baru,0.0,0.0,1.8708286933869707,neutral
12336,2023-12-14T10:49:53.000Z,Kini tiba saatnya kami menanyakan kepada sidang dewan yang terhormat Apakah Rancangan Undang Undang tentang usulan inisiatif Badan Legislasi DPR RI PKSAMINuntukIndonesia,kini tiba saat kami tanya kepada sidang dewan yang hormat apakah rancangan undang undang tentang usul inisiatif badan legislasi DPR RI pksaminuntukindonesia,0.0,0.0,0.0,neutral
12350,2023-12-16T14:22:48.000Z,Dua Anggota DPRD Solsel Dapil Turun ke Lapangan Guna Tampung Aspirasi Masyarakat Pada penghujung tahun Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Solok Selatan lakukan reses kemasing masing Daerah Pemilihan Dapil,dua anggota DPRD solsel dapil turun ke lapang penggunaan tampung aspirasi masyarakat pada hujung tahun dewan wakil rakyat daerah DPRD kabupaten solok selatan pelaksanaan reses kemasing masing daerah pilih dapil,0.0,0.0,0.0,neutral
12369,2024-12-30T12:08:53.000Z,DIA KAN ANGGOTA DPR SEMUA ATURAN DAN UNDANG UNDANG LEWAT PEMBAHASAN DPR DIANALISA DIBAHAS DISETUJUI OLEH DPR DAN SUDAH DISAHKAN OLEH DPR KENAPA SEKARANG TERIAK GA SETUJU ANEH BANGET NI PARTAI,DIA KAN ANGGOTA DPR SEMUA PENGATURAN DAN UNDANG UNDANG LEWAT BAHAS DPR DIANALISA BAHAS TUJU OLEH DPR DAN SUDAH SAH OLEH DPR KENAPA SEKARANG TERIAK TIDAK TUJU ANEH BANGET INI PARTAI,-1.8,-0.45,0.44721359549995804,negative
12370,2024-12-30T12:01:23.000Z,enak banget ngelakuin kesalahan fatal sanksinya cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang kepolisian buktikan kalau kalian juga benar mendukung asas equality before the law !! cc,enak banget pelaksanaan salah fatal sanksi cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang polisi bukti jika kalian juga banget dukungan asas equality before the law ! ! cc,-0.2,-0.05,1.6431676725154982,negative
12385,2024-12-30T05:45:26.000Z,apakah seorang legislatif yg menampung aspirasi rakyat lalu menyampaikan dlm forum karena berbeda dgn pemerintah itu harus dinarasikan provokator terus lapor MKD? Kalian ini wakil rakyat atau wakil pemerintah?!!,apakah orang legislatif yang tampung aspirasi rakyat lalu sampai dalam forum karena beda dengan pemerintah itu harus narasi provokator terus lapor MKD ? kalian ini wakil rakyat atau wakil pemerintah ? ! !,-2.2,-0.55,0.8366600265340756,negative
12388,2024-12-30T05:08:52.000Z,Jauh beda dg kami indonesia pak pejabat kami rata rata kebanyakan justru hobi membebani rakyat an Kebijakan yg udah mereka buat sndiri pak Miris ya pak,jauh beda dengan kami indonesia pak jabatan kami rata rata banyak justru hobi beban rakyat an kebijakan yang sudah mereka buat sendiri pak miris ya pak,-2.6,-0.65,0.8944271909999161,negative
12390,2024-12-30T03:40:17.000Z,TVR DPR RI Desak Regulasi TKDN Dalam RUU Ebet,TVR DPR RI desakan regulasi TKDN dalam RUU ebet,0.0,0.0,0.0,neutral
12399,2024-12-30T00:27:36.000Z,Ini nalarnya gimana hai ? bukankah anggota dewan itu wakil rakyat tapi ketika ada yg menyuarakan aspirasi rakyat malah kalian persekusi,ini nalar bagaimana hai ? bukankah anggota dewan itu wakil rakyat tetapi ketika ada yang suara aspirasi rakyat malah kalian persekusi,-3.4,-0.85,0.5477225575051661,negative
12401,2024-12-29T23:16:13.000Z,Preettt Bukankah Rieke itu sedang melaksanakan tugasnya sebagai wakil rakyat? Kenapa kalian mau membungkamnya? Partainya kan partai oposisi partai pengkritik kebijakan pemerintah yg gak pro rakyat Pengen tahu partai mana tuh yg laporin Rieke ke MKD Pret ya kalian semua,preett bukankah rieke itu sedang laksana tugas bagai wakil rakyat ? kenapa kalian mau bungkam ? partai kan partai penentang partai kritikan kebijakan pemerintah yang tidak pro rakyat pengin tahu partai mana tuh yang laporin rieke ke MKD pret ya kalian semua,-0.2,-0.05,1.6431676725154982,negative
12421,2024-12-29T03:41:43.000Z,Yg unique Sebagai Anggauta DPR RI ketua komisi yg membidangi Politik hukum dan hak asasi manusia Si Babirokhman ini tdk Paham Tupoksi dn Susduk acara kelembagaan negara DPR RI itu bukan representatif Kepresidenan tapi sebagai Representatif Rakyat untuk mengawasi kebijakan,yang unique bagai anggauta DPR RI ketua komisi yang bidang politik hukum dan hak asasi manusia sih babirokhman ini tidak paham tupoksi dan susduk acara lembaga negara DPR RI itu bukan representatif presiden tetapi bagai representatif rakyat untuk awas kebijakan,-2.0,-0.5,1.224744871391589,negative
12448,2024-12-28T06:07:46.000Z,Ini contoh pungli pungutan yg mematikan usaha ekonomi Renungkanlah dampak kebijakan pajak anda yg ugalan! Ugalan nya dimana ada pertanyaan dari Bani IQ bangsa ? Minta mereka baca analisa dan hitung sendiri,ini contoh pungli pungut yang mati usaha ekonomi renung dampak kebijakan pajak anda yang ugalan ! ugalan nya mana ada tanya dari bani IQ bangsa ? minta mereka baca analisa dan hitung sendiri,-2.8,-0.7,0.44721359549995787,negative
12476,2024-12-26T07:40:10.000Z,Siang Jelang Sore Genkz PPN masih jadi buah bibir dalam lingkup Masyarakat saat ini Karena Kebijakan tersebut Peran DPR RI sangat Penting dalam melakukan Pengawasan agar tidak terjadi Penyelewengan yg menyebabkan timbulnya beban bagi Seluruh Rakyat Indonesia ZonaUang,siang jelang sore genkz PPN masih jadi buah bibir dalam lingkup masyarakat saat ini karena kebijakan sebut peran DPR RI sangat penting dalam pelaksanaan awas agar tidak jadi seleweng yang sebab timbul beban bagi seluruh rakyat indonesia zonauang,1.0,0.25,0.0,positive
12506,2024-12-23T17:02:54.000Z,Kenaikan tarif PPN ini diinisiasi oleh Kementerian Keuangan Republik Indonesia Sri Mulyani Indrawati Menteri Keuangan era jokowi Kebijakan ini kemudian dibahas dan disetujui dalam pembahasan Rancangan Undang Undang Harmonisasi Peraturan Perpajakan bersama dengan DPR RI,naik tarif PPN ini inisiasi oleh menteri uang republik indonesia sri mulyani indrawati menteri uang era jokowi kebijakan ini kemudian bahas dan tuju dalam bahas rancangan undang undang harmonisasi pengaturan paja sama dengan DPR RI,-0.8,-0.2,1.0954451150103324,negative
12517,2024-12-23T14:37:58.000Z,Benar benar Kejam sadis brutal bengis preman kebijakan Molyono atas status PSN si Molyono memberikan karpet mirah sama oligarki Dasar Anjing Molyono para oligarki yg tdk punya rasa kemanusiaan,banget banget kejam sadis brutal bengis preman kebijakan molyono atas status PSN sih molyono beri karpet mirah sama oligarki dasar anjing molyono para oligarki yang tidak punya rasa manusia,-2.4,-0.6,2.1908902300206647,negative
12537,2024-12-23T08:31:22.000Z,Ketua Komisi XI DPR RI Mukhamad Misbakhun menyebut PDI Perjuangan bersikap mencla mencle soal kebijakan kenaikan pajak pertambahan nilai PPN menjadi persen yang akan berlaku pada Januari DPR PDIP PPNPersen,ketua komisi XI DPR RI mukhamad misbakhun sebut PDI juang sikap mencla mencle soal kebijakan naik pajak tambah nilai PPN jadi persen yang akan pelaksanaan pada januari DPR PDIP ppnpersen,-1.2,-0.3,0.4472135954999579,negative
12584,2024-12-22T02:40:00.000Z,Anggota Komisi XI DPR RI Wihadi Wiyanto menegaskan wacana kenaikan PPN persen merupakan keputusan Undang Undang UU Tahun tentang Harmonisasi Peraturan Perpajakan HPP Payung hukum itu merupakan produk Legislatif periode dan diinisiasi oleh partai,anggota komisi XI DPR RI wihadi wiyanto tegas wacana naik PPN persen rupa keputusan undang undang UU tahun tentang harmonisasi pengaturan paja HPP payung hukum itu rupa produk legislatif periode dan inisiasi oleh partai,-0.4,-0.1,0.5477225575051662,negative
12590,2024-12-21T17:57:25.000Z,Wanita binal loe yang ngebuzer waktu prabowo kampanye loe gk lihat UU rilleksasi pajak artinya jika daya beli masyarakat rendah prabowo bisa menurun atau tidak menaikan PPN kebijakan itu harus sejalan dengan kondisi ekonomi sekarang kebijakan itu ada di pemerintah,wanita binal lo yang ngebuzer waktu prabowo kampanye lo tidak lihat UU rilleksasi pajak arti jika daya beli masyarakat rendah prabowo dapat turun atau tidak naik PPN kebijakan itu harus jalan dengan kondisi ekonomi sekarang kebijakan itu ada di pemerintah,-1.2,-0.3,1.6431676725154982,negative
12607,2024-12-21T10:17:50.000Z,Kau punya data hasil voting partai mana yg mendukung kenaikan pajak saat pembahasan hingga pengesahan uud tentang pajak ini? Siapa kau singgung nama PDIP? Dasar jalang saat PDIP berbicara reformasi kau masih belum tau apa tali Jangan sok opini nya kamu pahlawan kesiangan,kau punya data hasil voting partai mana yang dukungan naik pajak saat bahas hingga pengesahan uud tentang pajak ini ? siapa kau singgung nama PDIP ? dasar jalang saat PDIP bicara reformasi kau masih belum tau apa tali jangan sok opini nya kamu pahlawan siang,-2.8,-0.7,1.0954451150103321,negative
12685,2024-12-18T09:29:43.000Z,Narapidana UU ITE kini bisa bernafas lega Kebijakan amnesti menunjukkan perhatian terhadap revisi undang undang yang dianggap sering melukai kebebasan berpendapat,narapidana UU ITE kini dapat nafas lega kebijakan amnesti tunjuk perhati hadap revisi undang undang yang anggap sering luka bebas dapat,1.0,0.25,0.0,positive
12720,2024-12-16T14:04:39.000Z,ya kan itu batas minimal dan maksimal untuk kebijakan kenaikan pajak di RI Siapapun presidennya akan tetap naik mas even anies pun gabisa batalin tuh undang undang karena undang undang dibuat oleh legislative yaitu dpr ri yg dipilih rakyat juga Wkwk gini aja masa gapaham,ya kan itu batas minimal dan maksimal untuk kebijakan naik pajak di RI siapa presiden akan tetap naik mas even anies pun enggak bisa batalin tuh undang undang karena undang undang buat oleh legislative yaitu dpr ri yang pilih rakyat juga wkwk begini saja masa gapaham,-0.2,-0.05,0.447213595499958,negative
12723,2024-12-16T12:54:45.000Z,Peringatan ini disampaikan dalam kunjungan kerja reses Tim Komisi II DPR RI di Palembang Sumatera Selatan,ingat ini sampai dalam kunjung kerja reses tim komisi II DPR RI di palembang sumatera selatan,0.0,0.0,0.0,neutral
12791,2024-12-12T06:46:25.000Z,TVR DPR RI RUU PPRT Proritas Prolegnas,TVR DPR RI RUU PPRT proritas prolegnas,0.4,0.1,0.5477225575051662,positive
12809,2024-12-10T13:58:46.000Z,Segenap Pimpinan Dewan Energi Nasional Yth Mohon Definisi Energi Nasional Definisi UU no ttg Energi ditegakkan segera agar dapat kita amalkan untuk i RUU Perkoperasian global PlanningProcesses ii RPP Kebijakan Energi Nasional,segenap kepemimpinan dewan energi nasional yth mohon definisi energi nasional definisi UU no tentang energi tegak segera agar dapat kita amal untuk i RUU koperasi global planningprocesses ii RPP kebijakan energi nasional,0.2,0.05,0.44721359549995804,positive
12833,2024-12-09T14:51:38.000Z,Lapas Sibolga Ikuti Kegiatan Kunjungan Kerja Reses Komisi XIII DPR RI,lapas sibolga ikut giat kunjung kerja reses komisi XII DPR RI,0.0,0.0,0.0,neutral
12850,2024-12-09T05:13:35.000Z,Gerak News Jakarta Ketua Badan Anggaran Banggar DPR RI Said Abdullah menyatakan kebijakan pajak pertambahan nilai PPN persen bertujuan untuk menjaga pertumbuhan ekonomi yang berkelanjutan GerakNews PPN ppn semuaorang FOURTHxBMMF,gerak news jakarta ketua badan anggaran banggar DPR RI said abdullah nyata kebijakan pajak tambah nilai PPN persen tuju untuk jaga tumbuh ekonomi yang lanjut geraknews PPN ppn semuaorang fourthxbmmf,0.2,0.05,0.44721359549995804,positive
12863,2024-12-07T12:14:48.000Z,Kegiatan Kunjungan Kerja Reses yang dihadiri oleh anggota Komisi IV DPR RI tersebut dimulai dengan peninjauan fasilitas utama dan penunjang seperti dermaga dan unit cold storage yang ada di PPN Merauke Selanjutnya tim Kunjungan Kerja Reses melihat secara langsung kegiatan,giat kunjung kerja reses yang hadir oleh anggota komisi IV DPR RI sebut mulai dengan tinjau fasilitas utama dan tunjang seperti dermaga dan unit cold storage yang ada di PPN merauke lanjut tim kunjung kerja reses lihat cara langsung giat,0.8,0.2,0.44721359549995804,positive
12884,2024-12-06T00:39:15.000Z,Anggota Komisi VI dari Fraksi PDI Perjuangan Rieke Diah Pitaloka meminta rencana kenaikan PPN persen dibatalkan Hal tersebut ia sampaikan pada Rapat Paripurna DPR RI di Gedung DPR MPR DPD RI Senayan Jakarta Kamis riekediahpitaloka ppn prmn,anggota komisi VI dari partai PDI juang rieke diah pitaloka minta rencana naik PPN persen batal hal sebut ia sampai pada rapat paripurna DPR RI di gedung DPR MPR DPD RI senayan jakarta kamis riekediahpitaloka ppn prmn,0.4,0.1,0.8944271909999159,positive
12893,2024-12-05T07:59:28.000Z,Ya tugas lw lah oneng sbg wakil rakyat di senayan lah yang nolak rakyat berkoar² juga ga akan digubris Btw oneng nih setelah pilpres makin rajin aja buat konten yg menentang kebijakan pemerintahan dl hilang bak ditelan bumi,ya tugas jika lah oneng bagai wakil rakyat di senayan lah yang nolak rakyat berkoar² juga tidak akan gubris btw oneng ini telah pilpres makin rajin saja buat konten yang tentang kebijakan pemerintah dulu hilang bak tel bumi,-2.0,-0.5,0.0,negative
12909,2024-12-04T08:50:27.000Z,antarkementerian lembaga sehingga ketersediaan data tunggal sebagai alat dalam merancang kebijakan pemerintah sangatlah penting ungkap Ketua Badan Legislasi Baleg DPR RI Bob Hasan dalam membuka Focus Group Discussion FGD antara BPS dengan Baleg DPR RI CintaData,antarkementerian lembaga sehingga sedia data tunggal bagai alat dalam rancangan kebijakan pemerintah sangat penting ungkap ketua badan legislasi baleg DPR RI bob hasan dalam buka focus group discussion FGD antara BPS dengan baleg DPR RI cintadata,0.8,0.2,0.44721359549995804,positive
12914,2024-12-03T06:21:00.000Z,Wan Fayhsal mahu bantuan banjir libatkan wakil rakyat,wan fayhsal mahu bantu banjir libat wakil rakyat,0.6,0.15,0.5477225575051662,positive
